nice 	 recently stay Excalibur Thanksgiving week . upon enter hotel able go straight check - in , plenty friendly attendent take care we . ask view thing airport , hubby plane watch gambling ... lol ... request meet easily . arrive early due time change ... 10 am , check til 3 pm able get room immediately . room one old room yet remodel . neat clean , exception little finger print window . bed comfortable clean . casino bright active , drink service could alittle available . nice place great location . 
 great spot cheap price ! ! ! 	 location perfect . price great . time share propaganda annoying . $ 29.95 eat day buffet excellent . 
 beware Mandatory charge 	 book trip cheaptickets.com go online print confirmation , find unwelcome surprise - & quot ; mandatory hotel charge collect hotel checkout : resort fee $ 20.00USD per Night taxable - include fitness center access , free drink more . & quot ; know mandatory charge time booking , would able compare option well . far concerned , dishonest pricing policy - include fee part hotel charge ? will not stay will certainly lookout hotel future . 
 Nice Hotel full kid 	 bad hotel find room 23rd floor tower 2 playground kid nighttime think hold elevator funny ! ! hound upon check go claim free gift redeemable give $ 40 deposit attend time share meeting new resort next day tell bring credit card form idendity ! ! go figure ! ! 
 Excellent Excalibur Experience 	 arrive & quot ; remodel widescreen room & quot ; find partial remodel . new tv , low - end remodel bath , new pillowtop mattress . warn thin pillowtop . sheet clean , stain . blanket dirty double sheet . however , request extra sheet . room furniture appear original . third day , hall fill 8 scream kid run knock door . security arrive contact security manager 2nd time thing calm . cocktail service casino horrible . plus find excellent maintenance staff ; good service Sherwood Cafe , location . overall , recommend hotel unless budget - conscious . step Circus Circus , stay elsewhere next visit . 
 great Time Las Vegas 	 problem Excalibur even though comment make negative . book online get great deal price include admission & quot ; Defending Caveman & quot ; .The staff relax friendly reception , room , 25th floor , Tower 2 , face tower , clean quiet . issue whatsoever . the one thing bit annoying fact people look like work hotel approach offer free show ticket turn try get attend & quot ; time - share meeting & quot ; . not hotel 's fault , annoying . 
 Oct 12 2009 	 good value hotel - do not eat Buffett ! 	 get good price newly remodel Tower 2 widescreen tv $ 59 night , plus 2 day eat buffett pass -- - room great money . clean , nice tv , can not complain . know tub ( walk shower ) coffee maker ( standard Vegas day ) .... bed comfortable room large enough 4 we . complain .... pool nearly empty nice , 4 large pool , 1 adult , nice ! however , get sick Buffett mediorce eat . good food make we sick . can not recommend food . go somewhere else ! ( METRO PIZZA deliver really good ) 
 Oct 11 2009 	 Kid Friendly Vegas 	 careful selecting place stay kid Vegas . need stopover way back San Diego , friend Vegas , decide stay . child travel always tricky , especially place like Vegas . lucky kid cute not cause trouble . say everyone encounter , staff guest , kind we . pro -- -pool - make sure open , part open . small 18 + pool travel without kid . kid enjoy waterslide . 2 , 1 open . -- room - choose large deluxe room . recently update clean consider see strip Vegas . roomy . 2 queen couch . Shower , tub . -- check - in- line long , move quickly . 10 minute . staff member friendly . -- quietcons- -- parking . use free Valet . self - park far away , worth couple buck tip . however , say , valet little bit wait . -- location okay , remember south end strip , get anywhere take time . 
 Oct 10 2009 	 not stay tower 1 	 find tower 1 old still motel style AC unit . view block wall . clean furnish need serious overhaul . 
 oct 9 2009 	 Disappointment reward 	 check receptionist ask still want smoking room . say yes look upgrade room price . say already upgrade we room view . wow , great . when get room view beautiful close elevator . upon inspection notice ashtrays blowdryer miss wall bathroom light would come . call desk inform smoking room go night , need push breaker button outlet next switch ( blow dryer suposed plug ) technician would come dryer . also ask not safe room . tell hung . go open safe locked . second call desk say different person would page come open safe we would wait room come idea would come . perhaps sound suprise voice realize not want we go gamble make offer move we another room . call back within minute tell we supervisor suggest move we jacuzi room even though still smoke room able keep entire stay want . great room jacuzi great way relax travel feeling like get run around . nice stay . 
 oct 9 2009 	 Staying Excalibur great . 	 ' ve stay Excalibur twice 's one favorite casino relation price . casino situate somewhat end strip , still easily within walk distance major casino monorail . staff normally friendly try help whatever may need . atmosphere inside nice , overly crowded , high ceiling , lot floor space make nice non - claustrophobic experience . ' ve get cheap room time stay perfectly satisfied . one thing not like place food , buffet slightly sub - par compare other . show going not seem entertain either . lastly , time - share hawker try grab every time walk . annoying thing ever . 
 oct 9 2009 	 Excellent Value 	 wife bit nervous reserving & quot ; low - quality & quot ; hotel strip . however , pleasantly surprised . issue throughout entire trip ( 3 night ) . table minimum among low strip updated & quot ; widescreen & quot ; room nicer expect . kid we would appreciate go - go dancer place middle casino . however , since wife , absolutely problem eye candy . 
 Oct 8 2009 	 last 3 hotel week absolutely worst .. never 	 bizarre parking situation ( do valet ) rude check employee , extremely long line people check decide sure will check also ( slightly 1 : 20 pm ) chastize try & quot ; check early & quot ; tell nothing ready would come back 3 pm . tell leave bag bell service . decide would rather leave stay go give attitude , bout peoplee line never end line . hike back parking ramp luggage point would rather stay anywhere even already pay advance . leave stuff car go back immediately , get back line , different registration person mention occur like magic room ! ! ? ? * * go figure . sure little witchs problem , demand , easy go customer , certainly get put poor customer service . room okay place lay like rat maze , cocktail service non - existant ( yes always tip , tip receive something ) poor signage get NYNY . try sample flavor couple different establishment one week trip report folk back home future travel plan . Paris - yes , Harrah 's - yes , Golden Nugget - YES , Excalibur - & amp ; forget room get vacuum get , find someone 's skanky black sock floor near edge bed , not ! Uck ! 
 Oct 8 2009 	 good cheap strip 	 hotel nice , people freindly , check check less 5 minute . much hotel find well ave . pool area clean , large well organized . room outdate clean . Paris MGM near price either . 
 oct 8 2009 	 Wonderful Hotel Excellent Location Unbelievable Price 	 love . first trip Vegas first book Stratosphere change one friend 's suggestion . understand would miss stay Stratosphere even Circus Circus . though two match Excalibur price . location hotel standpoint incomparable . stratosphere far far away . Circus Circus , oh god , 's chaos . stay excalibur , would enjoy . moreover buffet also okay , though hear lot bad . 
 oct 8 2009 	 Good Value $ $ $ 	 good Value money sure ! day Buffet good change go next door Luxor eat free Comps . casino always hop stay Tower 1 room room clean complaint bed soft . pool area nice always chaise lounger available last day get cabana $ 75 great . late flight check spend day pool pay $ 5 guest fee use spa shower get ready . would stay Excalibur get great deal ' beat price . we good cocktail waitress casino floor . go mid strip like pull tooth get cocktail might casino @ Excalibur busy ! 
 oct 8 2009 	 great room excellent service 	 upgrade ask upgrade king widescreen room explain celebrate 5 year anniversary . pool nice , several margarita machine bar , food good every resteraunt . excited 2 starbuck krispy kreme hotel . good luck slot machine . would sure stay add skeptical come typically stay 5 star ( maybe 4 star depend go ) . oh sure visit Casa Di Amore - italian resteraunt strip . really good pick we limo ( round - trip ) free - book advance . 
 oct 8 2009 	 Good Location Price 	 nice clean hotel good location right next New York Luxor . Perfect kid - good size pool ( 4 pool ) food court quick breakfast late night snack . mindful evening entertainment like Hotel Vegas . large portion room service four we eat ( leftover ) order two entree . 
 oct 8 2009 	 simply good place sleep 	 Excalibur may far end strip 's still strip priceyou can not really beat . 's close luxor mandalay bay . not get see tournament show casino bad either . 
 oct 8 2009 	 Stinky room 	 say . hotel strip location good . Vegas cheap economic downturn able find much well hotel cost . however book one day prior start trip still get good deal . let us see ... room stank . ' m serious . people hotel nice ugraded room . room stink . also watch timeshare people . give free show ticket literally give half day . be pushy . gf happy . Excalibur offer free ticket show . decide attend timeshare , switch ticket . cost additional fund . see KA pay $ 110 . 's ( 2 ) tix . basically buy 1 get 1 free . overall . not expect anything close 4 5 star hotel . will hotel hop anyway . oh , pool area somewhat ok main pool ( 3 ) close . pool close 7 pm . 
 oct 8 2009 	 avoid Excalibur possible 	 security – chain deadbolt lock door , check access , Pizza delivery leave menus nightly door . access floor room available all . additional resort fee $ 7.50 per night plus tax access . tower wide screen room basic contain thrillsbath contain shower hang door , non - adjustable head , tub . if close elevator bank – noise constant . no coffee / tea service / refrigerator / mini bar . no tv guide / hotel service manual / list amenity . internet charge $ 13.99 per day connection . no desk work area . access pool lobby . inadequate working area read light . furnishing : rug , chair , table , etc . well worn even refurbish . I would recommend property . 
 Oct 8 2009 	 Value Value Value 	 room clean spacious . hotel locate near nice hotel casino strip short distance airport . reasonably price buffet hotel probably good buffet strip . night life good also since various band singer different bar casino . able get bus trip pick we hotel go Grand Canyon also worth cost . 
 Oct 8 2009 	 hide charge ... 	 give we 2 & quot ; free & quot ; drink game coupon , charge we 11 dollar , even not use . towel old clean , fridge room ... hotel far parking lot . free Internet . 
 Oct 8 2009 	 Decent Speedy Check ! 	 decent standard room . view decent also . good thing speedy check . line counter check , take less 5 minute . 
 oct 8 2009 	 good ! 	 mom 's birthday thought would fun see las vegas - neither us gambler never . say - I really not know expect . we spend 350 hotel / airfare east coast 4 day -- good deal think . get hotel -- recommend cab , fast cheap . people walk around cocktail smoking noise go - go dancer -- wow much take . line check move quickly bump we nice room . room large , talk big tv , not mention like 10 channel . however go Vegas watch tv ? ok pro con : pro - room large , comfortable , 26th floorCon - a bit worn , tub mother want tub , hotel smokey . not like cigarette smoke casino well filtration system . dark hotel prefer place like Mandalay bay much expensive , like say first time . go Vegas not think would stay nice place compete dollar 
 Oct 8 2009 	 basic room strip price right 	 be look plain ol ' place sleep strip , ... clean room , basic . nice , clean pool area - well see New York , New York pool . Hooray $ 5 crap table ! 
 Oct 7 2009 	 try somewhere else 	 reason say try somewhere else option Las Vegas well hotel people budget . take Excalibur help decison : room- sheet pillowcase stain . Gross . use glass outside door first arrive 24 hour . gross . dust bedside table . gross . fridge room 20 $ day rent one . ask extra blanket person front desk say & quot ; will see . will put computer . & quot ; like much ask ! rude . many hotel travel many city ' ve never speak like someone Guest Services . simply ask two extra blanket . ask blanket paper thin comforter bed , thin blanket . pillow soft . plasma tv room 5 channel , 's point ? bathroom look slightly update still need repair . bed firm . like firm bed not bother much soft pillow , dirty sheet , paper thin blanket . Service- besides man front desk , every one nice . bell man , waitress waiter , bartender , etc . Location- good . many shop near place eat . excalibur nice buffet eat day $ 29 . also really like italian restaurant & quot ; Regale . & quot ; also chinese take place , Coldstone , Starbucks , Auntie Anns , McDonalds option . really like Excalibur 's eating option . Excalibur 10 $ cab ride airport . within walk distance big hotel like Bellagio , Ceasers , Venetian , Mirage , Mandalay Bay , MGM , New York . mirageand venetian mile away . several pool nice . rent cabana get heat $ 80 . cabana plasma tv well . spa- wonderful . relax clean . steam room , sauna , jacuzzi , shower , etc . get first massage perfect . ask Tricia , awesome ! price reasonable . tip : take bus $ 7 day see Old Las Vegas wedding chapel get much like . go see Love Cirque Du Soliel . amazing play Mirage . 
 Oct 6 2009 	 Excalibur excellent value great location 	 hotel strip 's obviously glamorous , definitely worth money . room nice clean , love poolside area . complaint hotel . 
 Oct 6 2009 	 Best Value Clean Rooms Great Staff . 	 ' m always hesitant great price offer . offer room Sahara @ $ 16 per night , stay Excalibur good thing ever . room clean offer good view southern strip . stay 11th floor Tower II . think disappointment distance walk get casino car . this not first trip Vegas , two friend want take full advantage week stay . casino offer free game chance ( $ 5x2 ) two free drink ( $ 5x2 ) every day stay hotel . offset $ 5.60 fee bill daily addition $ 38 plus tax nightly room charge . week stay $ 187.38 , receive 2 free night stay entire week . consider many casino charge close $ 100 per night , think make great decision . casino pack daily , get bad Thursday , Friday Saturday . plenty comp throw around , group guy , couple . show / dinner / casino discount offer we casino . TIX discount show booth 1/2 block Excalibur , not miss get discount show want see . 2 1 discount stay Excalibur & quot ; Tournament king & quot ; dinner show , not book check staying day . not offer discount stay night , go desk everyday ! offer comp not receive check in . the eat & quot ; Day & quot ; buffet great option $ 25 , not take since willing come back casino lunch dinner . place daily guide room event occur casino week , plus special slip door every morning . stay , especially since room freshen sleep . end week hear people offer $ 189 per night @ Luxor , look room , happy decision stay Excalibur less night stay neighboring casino . 
