great 	 spend 3 night hotel November 2008 refurbishment provide feedback site hotel contact assure problem rectifice agree stay visit year . true word problem sort return fabulous 4 night stay hotel . room excellent view Empire State Building , clean spacious door staff extremely helfpul , pleasant informative especially Tarek . I defintely stay future . 
 amazing hotel ! 	 Affinia amazing hotel stay whilst trip Big Apple . centrally locate , yet far enough hussle bussle . be far Grand central station ( attraction self ! ) get tube train easy . also Chrysler building doorstep . room could see Empire State lovely surprise . the room beatifully decorate , feel luxuary . bed ... wow bed ! ! comfortable , much look forward get end busy day .. pillow also good . bathroom also gorgeous ( seem odd say ! ) clean . housekeeping keep room immaculate , not see spot dust . bed change make every day . room service - poor not bother . food yuck - like cook 3 hour previously sit hot plate waiting bring , also expensive worth . instead go Scottys cafe open 24hours day locate short walk hotel ( go main enterance take right , cross road look leave will see , blue yellow ) . location ideal , short walk sight . walk hotel normal tourist site central park , Rockafeller . Empire State cool , yet Chrylser building Rockafeller building give amazing view Empire . empire build nightmare quee ! ! queue get , queue get security , queue get lift 80th floor , queue get another lift 86th ( observation ) get queue get . think spend 3 hour total queuing leave plenty time ! ! also Staute Liberty - make sure pre reserve go observation deck ( 2 week advance ) want go crown need reserve least 2 MONTHS advance ! also make sure cruise Hudson world yacht - amazing food amazing view ! hotel really good value money chic , classy brilliantly locate truely unforgettable experience ! 
 13 night Shelburne ... want leave ! ! 	 get back 2 week stay Affinia Shelburne . take husband New York surprise 50th birthday want more . stay queen suite 15th floor fantastic view Empire State Bldg New York skyline . fantastic balcony ( proper sized balcony , sit drink sunset watch city 's colour change ) heaven ! ! room spotless staff helpful especially Jada front desk jolly doorman ! ! location fantastic . New York 3 time far good location . safe walk around night problem walk fact everywhere New York with . even though Rooftop bar close go look view breathtaking . memorable birthday back next year stay Shelburne ! ! 
 everything expected 	 stay Shelburne 12 night good friend 50th birthday . picky real clean freak . have book standard room upgrade 15th floor suite ( balcony ! ) arrival . fabulous experience . hotel modern , clean quiet , plus great location . staff deal helpful , kind friendly - concierge houskeeping . great kitchen , load space include huge closet , bathroom lovely . spend age internet look reasonably price hotel NYC tick box - Shelburne . would stay recommend everyone . fabulous girlie birthday holiday NYC - thanks large part Shelburne . 
 lovely NYC experience 	 daughter stay Affinia Shelburne two night Thanksgiving Holiday . prior stay read trip advisor review want make sure could get room 2 bed . contact hotel directly tell request could make guarantee . notice assistant general manager respond trip advisor review decide contact request directly . e - mail answer day please guarantee room two bed . upon arrival greet extremely friendly doorman follow one pleasant reception clerk ever meet . wonderful treatment continue entire stay include every single person come contact ( housekeeping , maintenance staff hall , bellman , check ) . find extraordinary . travel NY many time meet friendly people every single person . room clean , bed comfortable nice workspace . restaurant next door ( get without go outside ) yummy breakfast . plus excellent location . would hesitate stay . 
 business model seem base generate repeat customer ... 	 fact : Booked Priceline reasonable price . greet front desk friendly helpful . notice small grafitti wall upon exit elevator floor . long something like wall 3.5 star hotel ? bad oman think . that nothing compare TOILET BRUSH , ( hopefully fall maintenance cart ) , hallway outside room . informed front desk take time remove , guess not bother . long would something like hallway 3.5 star hotel ? enter room use shower . exit shower happen look ceiling notice large 16 & quot ; pizza size miss piece plaster bed , loose material still attach . would real 3.5 star property room service ? think not . first call mention hole meet bad already shower use room approach . later call make front desk switch different room . . 30 minute initial TOILET BRUSH HALLWAY mention . Brush remove employee bring new room key . later mention problem Priceline meet denial Hotel . ( photo hole bed denial seem poor strategy . bottom line : not bid 3.5 star Priceline MTE may end here . the hotel seem mostly fill tour overseas one time Priceline buyer . stay away 
 Sep 9 2009 	 great location bad service . Affinia doens't work ! 	 get back NYC week , stay Affinia Shelburne 4 night . love location , 5 block Grand central station , walk distance Central Park , 5th Ave , etc . room clean nicely decorate . although hope amenity include bottle opener ( since beer wine mini bar ) .beside , hotel not go beyond make stay pleasurable like advertised website . Affinia suppose help customize stay add stuff , etc . cancel reservation another hotel base customizable option . ask pillow pillow menu , cribs baby , walk experience kit , toiletry item universal laptop charger . check , none item room . quick call front desk , get stuff deliver , . miss bunch item , include walk experience kit . check front desk next day , guy front desk happy help , reluctantly check pc , read list ( know request ) . tell item miss , say deliver later day . get back room evening , item deliver ! ask , tell . REASON PRE - ordered AFFINIA online able get , run ! luckily husband trust Affinia even tell Affinia provide we laptop charger . bring ! Whew ... sure hope Affinia improve customer service . impress call ask question make reservation , think give try good review . trust instinct go hotel much well call . Affinia either remove & quot ; Affinia & quot ; website , make sure thing order Online Conceirge deliver like promise ! 
 Sep 8 2009 	 gorgeous hotel accomodate staff 	 read lot review almost cancel stay hotel . Affinia fan ; stay 4 New York , excited try newly renovate hotel Lexington 37th . 4 immediate party ; , husband , 17 year old son 13 year old daughter . annual pilgrimage U.S. Open . the interior gorgeous ; husband architect appreciate good design little snobbish . room spacious well plan . upgrade 2 bedroom 2 bath suite upon arrival , gorgeous terrace look Empire State Building . love furniture ; chair living room turn flat recliner sofa bed super comfy ( accord daughter ) . bed bedroom comfortable , usual . bathroom lovely walk - in shower . see review bathroom small - brother - in - law family stay 1 bedroom suite bathroom not huge , tiny stretch . flat screen tv 's bedroom living room . if want coffee maker room request front desk . refrigerator kitchen small one , really nice , icemaker build . oven microwave / convection oven . word ; kitchen good reheat food , really can not cook . request bowl utensil could eat cereal morning snack . not use fitness center go take look ; nice . vacation not interested working , equipment really nice room clean . else say ? family love Affinia brand . staff always spot ask anything . super friendly greet we name day 2 . complaint would not care neighborhood much Affinia 50 ( right around corner Rockefeller center ) . be nice neighborhood , lot activity . however , 5 block Grand Central Station , go anywhere city quickly . we not eat restaurant , extendid family say food delicious ; good oatmeal french toast ever . go Murray Hill Diner highly recommend - excellent price excellent food . the price super reasonable hotel , especially give size room . back . 
 Sep 8 2009 	 clean comfortable 	 room spacious ' ve NYC , really comfortable bed & amp ; choice 5 type pillow . member staff come contact polite helpful . room clean high standard . fridge coffee / tea machine . we choose hotel value money not disappoint close proximity Grand Central go flush Meadow every day . fact use pool jacuzzi sister hotel - not get around though ! hotel room quiet disturbance noise room . also rooftop bar give great view Empire State Building . we breakfast either Scotty 's Diner , great value money block & amp ; half away ( uptown ) , slightly upmarket bloom , 2 block away . ( also uptown ) 's great deli Old Bridge - 3 block uptown sandwich DIY salad also breakfast . 
 Sep 2 2009 	 do not hesitate choose hotel ! 	 return 6 day New York . Affinia Shelburne wonderful ! room exceptionally beautiful spacious . travel many place hotel definitely top 2 . staff courteous , friendly helpful . doorman exceptionally friendly helpful , give we direction get cab need . location ideal able view Empire State Building window exceptional ! lot little restaurant , delis market close find food , drink snack reasonable cost problem . feed teenager expensive actually eat well cheap within 2 block Affinia Shelburne american city date . area clean safe ; never feel danger time day night . bed exceptionally comfortable , linen outstanding . disappointment expect kitchenette microwave dish / cutlery . ask toaster one bring immediately . buy paper plate walgreen around corner $ 1 use plastic utensil be not issue . hope cook though , look another hotel . real glass glass treat compare standard plastic hotel fare . disappointment strictly design function reflection hotel . shower door ( modern design ) bathroom get soak every shower . bathroom fan either everything damp . complain hotel ... nothing complain ! ! ! internet cost $ 10 / day understand common NYC . print boarding pass free lobby nice feature . stay ! ! ! cant GO wrong ! ! ! 
 Aug 31 2009 	 pleasant stay - lovely room 	 travel city daughter good friend back school shopping fun . get city well check - in time first day greet friendly staff surprise room ready wait . room well expectation - sometimes room not live picture internet . room lovely , spacious ( big ever stay city ) , clean . also love location - away hustle bustle Times Square area pleasure , yet close everything need . would absolutely book another stay next time travel city . 
 Aug 30 2009 	 every need meet question answer beautiful hotel great location top notch staff 	 wife get marry New York 2 week ago , set block guest Shelburne stay 2 night well . begin staff great , block set Margo group service department go smoothly , even secure room block rate week friend change plan decide last minute stay city . David Sandler manager ther staff excellent , take care everyone address problem ( one couple need different room big bed due husband snore promptly accommodate ) wife separate room night wedding transfer one wedding night , staff move belonging us party do not worry it . all guest nothing rave staff room . regular room good sized new York standard suite huge beautifully do . lobby redesign recently chic restaurant bar fun food good brunch dinner . rooftop bar open one night ( close sunday ) blast great view lot spot sit talk people have not see year . the area hotel great , plenty restaurant bar etc area great bagel place block away . good part close transportation get anywhere city wish ( skip subway need cab doorman take care instant ) can not say enough staff , pleasant accommodate never overbear notoriously picky come service . 
 Aug 30 2009 	 Excellent Hotel Excellent Location Excellent Staff 	 return week long stay Affina Murray Hill – excellent hotel . Ignore moaner post review , good hotel price service brilliant . prior book hotel NY extensive research good customer rate hotel price range Affina impress three main reason , firstly location secondly fact management regularly respond negative review ( clearly keen listen feedback ) thirdly fact recently renovate ( nicely ! ) .Having live NY 4 month several year ago , confident location Affina would tick box get tourist site shop . ' perfect ' location New York , want explore whole city , inevitably wherever stay , place entail bit treck get . however , Affina great walk mid - town area ( Empire State , Times Square , 5th Avenue shop , Central Station , UN Building etc ) short walk away 6 train ( either Grand Central 33rd Street ) slightly long 20 min brisk walk 1,2,3 train ( Penn Station ) , easy get everywhere . the neighbourhood safe – walk back subway 2 am night quiet ' feel threatened . several bar area 5 min walk away . would highly recommend rooftop bar hotel , open raining , plush great atmosphere great service … . mention view spectacular . the bar lobby – RARE – excellent well . top class service bar wait staff really good atmosphere . find great way start end night . food great , reasonably price ( classic burger nine dollar ! ) . breakfast also reasonably price ( ten dollar coffee , juice , toast full cooked breakfast ! ) .The hotel high standard – lobby area comfortable stylish clean . impressed size room . stay New York Hotels previously many London , city hotel room generally small … . standard room , massive ! bed think queen size bed linen ( much comment upon pillow … ! ) comfortable fact would go far say good bed ever hotel . also microwave fridge room , nice touch , ' use . air con god send 90 degree heat , show switch ( find silent night … use control panel actual metal unit leave hand side set fan speed switch completely ) thermostat wall control temperature . the bathroom ample size clean ( ' quite fussy bathroom nothing complain ) . slight moan would bath towel could big , leave 4 , make size quantity ! elevator slow time , ' 9 am morning , get lot people check , fill lift case take while … . ' handle five minute wait – miss great hotel ! find quite nice way guest would talk elevator whilst wait , rather nice touch , personally . as noise – genuinely ' hear anything cause we alarm . indeed night , comment quiet ' believe city . back hotel atrium , road noise . slight music noise form upstairs bar , bed 8 pm , ' bother we … . look early night Friday night , could possibly noise may want consider . by way accommodation – could fault hotel . get excellent rate Expedia would recommend Affina friend / colleague come New York , provide keep get good review , would definitely return next year . the service receive hotel staff also high standard ' fault anyone . door staff excellent , member staff carry bag room , give we tour facility operate air con ( include turn ) , use tv , fridge , ice box , light , lamp microwave … . save we much time ! cleaner never see hear , great job – every morning get back breakfast room make fresh . reception concierge helpful query . maintenance particular helpful – arrive , problem hair straightener ( voltage issue … nothing hotel ) want borrow adapter … . Reception ' , send someone maintenance see could help , play around , go get adapter I … . although still ' work , excellent service help something ' even hotel ' problem . end ' fix direct near shop buy ( Sunday evening ) . also maintenance change lamp room , ' even report broken , clean staff notice bulb out … .my suggestion hotel could improve make Wi - fi free ( least pc 's lobby free acess internet . want quickly check email facebook thirteen dollar day sixty nine week ..... way much ! also , tea coffee make facility room would welcome . whilst I m sure ask , would provide , would nice able make cuppa morning . all – whilst ' spend much time room explore , whilst New York tiring week , hotel awful really ruin entire trip – pleased research put find great hotel pay excellent stay … .. summary excellent value hotel , great room facility helpful staff . P.S – highly recommend Rossini ' restaurant 38th Street Lexington Park … . old school new york , pianist night 2 min walk hotel . wonderful . 
 Aug 27 2009 	 Disappointing -- usual Affinia standard . 	 ' ve enjoy stay Affinia property -- stay Affinia Shelburne . call prior arrival request early check - in -- tell would ask arrive ( not take name note request ) . arrive 1 1/2 hour check tell not room available unless wanted pay $ 30 upgrade . going spend little time room , decline . return dinner , apparently upgrade large room ( nice size microwave frig ) -- lead we wonder could not place room arrival . with exception doorman , find staff friendly -- friendly Affinia property . the kid take Affinia offer special pillow , request neighborhood experience kit -- none available arrive . way show ask pillow tell would deliver . return 10:30 -- still pillow call . call 11:25 tell staff pillow already way , cancel request ( kid wait special pillow ) . finally , pillow deliver . Affinia going go way offer special pillow ( not necessary ) must deliver . can not deliver -- not offer . never rec would experience kit -- follow request it . when finally try go sleep , noisy a / c unit keep adult awake . adjust thermostat -- 90 degree , could turn unit . see limited option resolve midnight 2 sleep kid . little faith earplug would deliver timely manner . when speak manager next day , offer business card potential upgrade next stay . much negotiation , agree give we $ 50 credit . ' m disappointed book hotel sleep , get little sleep due late arrive pillow noisy a / c ; believe get money 's worth . 
 Aug 26 2009 	 Ignore moaner book ! ! ! ! ! ! ! ! ! ! 	 recently stay Shelburne 4 night 1 bed suite . book hotel mainly due location - 10 minute walk Grand Central excellent price Expedia . upon check offer upgrade standard room suite $ 30 night - BARGAIN ! ! ! Expedia price room extra £ 300 ! ! ! room 820 lovely devine super king size bed seperate bedroom king size pull sofa living area . two bathroom extra fridge bedroom extra $ 30 night money well spend allow we purchase cereal drink breakfast . the housekeeping staff excellent - ensure room clean sofa bed remade store away every day . reception staff extremely friendly especially Padima ? ? ? ? check we bell staff . as previous reviewer moaned fly - New York god sake 90 degree every day 80 % humidity level insect activity inevitable . for anyone consider Shelburne advice book standard room pay upgrade fee direct hotel , prepare small slow lift - ny hotel stay , ignore review people whinge nothing fly summer absent iron ! ! ! ! 
 Aug 25 2009 	 Great Value 	 ' ve stay several hotel Manhattan , decide stay Affinia Shelburne recent wedding . glad . room spacious NYC , update every way [ stylish decor , new fixture / light / appliance / flatscreen tv , new bathroom ] . find staff extremely friendly helpful -- - case point : room 8th floor face Lexington & amp ; 37th , needless say , lot honk taxi cab siren . ask could switch room immediately give key two room inspection . select one want [ bit upgrade ] transfer question ask . pro : good value money , great staff , update amenity , great bar lobby , excellent rooftop bar scene view Empire State Building Chrysler Building . con : Murray Hill section exciting part town , 5 block walk subway , close NYC site 15 minute walk away ( UN Building , Empire State Building , NY Public Library , Grand Central Station ) .recommendation : ask room away Lexington/37th quiet night 's sleep ; grab drink rooftop night ; print airline boarding pass free lobby ; dinner try blue Smoke lexington/27th ~ great BBQ Jazz ; dessert go Golosi 42nd / Park Ave ~ good gelato town ; 
 Aug 18 2009 	 Flies Flies fly ... ! ! 	 husband refer hotel one trustworthy colleague . since never visit NY leisure , unsure good hotel . ( go Fitzpatrick Manhattan first choice ) . Affina Shelburne check in / out good . location great - close shopping , restaurant etc . concierge , April door man Dennis great well . room size good . RARE grill , expensive clean . Front Desk service - ok . elevator - small slow . Remodel - try look expensive , quality renovation work good all . we arrive hotel check good since early part day . ask room ready front desk since checkin time say yes , also ask preference include reservation ask able accomodate . advise yes proceed give we room key etc . note : confirm room shower bathtub book reservation answer yes . proceed room bell man baggage ( elevator small slow ) room give we walk shower shower curtain - one request glass shower tub . go back front desk query tell room shower tub shower curtain , other glass shower walk shower . tell would like tub please , give we key another room . say check drag luggage another room unsatisfie . check shower tub alright GREAT BIG BLACK MOLD LINE grout / caulking finish tile tub begin - gross . needless say not take room since one fron desk accompany we could not show , tell . 3rd room . room similiar issue tub , bad , rust ring around tub faucet , hair shower curtain liner tub dirt mirror . complain housekeeping come change shower liner ( apologize ) note black grout / mold would clean kind chemical going use . housekeeping also advise may come becaue kind grout / caulking use . ok , time tired irritated . settle room ( room # 1501 15th floor ) elevator specifically request . well , throughout night fly buzz around ear - yes , fly . ok - cool , kill go back sleep - another one came buzz .... wake husband cos take catch one - lighgts everything . finally kill one - one mosquito look one fruit fly type . next day tell front desk say will check . get ready go , kill another 4 yes 4 leave one visible see . let know leave dead one see go breakfast RARE grill would believe fly ! ! ! kid ! ! ! ! ! ! ! ! ! get back room , housekeeping , note state check fly issue . drop shopping bag another fruit fly . bed make , trash not empty mirror still dirty . go back way stop front desk ask issue look . not sure come . offer we maintenence come look get back another room hotel totally book could room next night , already irritated . know next room could worse - guess saying , know ' ve get , not know be going get apply . arrive back room maintenence came spray sort spray - MINIMAL ODOR . 2 3 rest stay . sooooo glad leave hotel end stay .... checkout ask could discount we inconvenience fly issue front desk say discount movie already discount go play line show could not see movie freeze ! ! ! room service lunch could not discount ( $ 49 ) beacuse restaurant could not adjust room rate computer . , offer compliementary breakfast RARE grill .... really not feeling , take . confuse - could offer complimentary breakfast RARE grill though 's restaurant , can not take lunch pay hote 's pocket ? ! anyway , grill breakfast since not pay fly still .. ; .I thank hotel try make we comfortable , disappointed impressed hotel , return recommend hotel anyone ! ! ! ! ! ! ! ! ! ! ! btw - trouble get pic camera , sorry could not take / post ... 
