every 	 book 4 night think would King Superior room . hindsight check reservation email carefully , state King Interior . something would go , say email miss that . on arrival , give room 2nd floor right back hotel , room big nicely furnish clean . view back courtyard . suppose call King Interior ! time day , go discuss disappointment room , 's location , view lack fairness Hotel , offer we alternative , upgrade cost even room sister hotel road . praise Staff that . sadly , initial contact / room Hotel make mark we want . leave Hotel consider refund accomodation pre - pay bill go walk . let consider room put we ....... view , small , 2nd floor back corner HotelWe go Marriott , couple block near Union Square $ 70 cheap Orchard Garden 2 night $ 2 cheap 2 night , able secure room much large , 19th floor wonderful view even well furnish . even throw Exec Lounge facility couple day . back Orchard Garden , eventually agree refund last 2 night accomodation accept promptly move Marriott . for initially pay room Orchard Garden initially give we , value money . yes accomodate room , not stay long enough sleep . read review need take account alongside previous guest review . 
 great hotel 	 like reviewer write : lovely hotel , comfortable bed , friendly staff great location . 
 Sep 18 2007 	 great hotel location service 	 stay two night part annual vacation UK . excellent service quality furnishing . Noticed 's list Conde Nast ' hot list ' 2007 . location fantastic , couple block Union square . would stay . 
 Sep 13 2007 	 Impressed 	 spend five night hotel , exceed expectation - importantly , location superb . city many hill , pleased find SF 's attraction close , visit Pier 39 Fisherman 's Wharf , transport link close hotel . the hotel fantastic - new feeling place , furniture fitting spotless . breakfast adequate , computer access ' Business Center ' . door staff helpful . modestly price accomodation expensive city - lucky enough return San Fran , would definitely stay ! 
 Sep 10 2007 	 absolute ' green ' gem heart San Francisco . 	 hold 40th Peace Corps Reunion Orchard Garden , could well . situate middle San Francisco , 50 foot entrance Chinatown , Orchard Garden ideal location friend come United States . Orchard Garden beautiful , new , environmentally sensitive hotel . entry fresh inviting , provide opportunity instantly experience friendly ambience pervade throughout . use light colored wood tall ceiling add qualtiy hotel . ground floor , & quot ; Roots & quot ; restaurant , chicken ceasar sandwich , carmelize brown sugar bacon , absolute , must try delight . room nicely size , bright , cheery , internet connection one need . deposit room key slot door power light help conserve energy . expect ' green ' hotel elegant . throughout hotel , staff , housekeeper waitresses , front office , eager help way make stay enjoyable . 
 Sep 10 2007 	 horrible window view ' always trust review 	 stay Orchard Garden disappointing . visit San Francisco 20th anniversary , do homework pick Orchard Garden basically Trip Advisors review . give room 305 , enter room see horrible brick wall face window . take look photo attach . see room big disappointment , would never imagine Hotel category cost . exaggerate bit , ' tell night day . we book Value Pack , pay 2 night receive 3rd night 50 % . reason brick wall , would pay happily 3 night full price . I mention front desk ( Jim think ) say Hotel full maybe next day could change we . nothing happen . the breakfast pretty lousy . neither hot food scramble egg , must . might seem silly small plate , bread simply doesn´t fit . could see table bread lie table , hygienic . the mini bar system warn something take 20 second , would charge . also put beverage would also charge . find somewhat aggressive customer friendly . ' seem crime put soda bring outside cool bit mini - bar , especially consider price charge mini - bar . ' fit ecological thing rigid rule . hotel clean , new room modern nice . location good valet parking work well . nevertheless , brick wall simply ruin anniversary . 
 Sep 10 2007 	 Excellent Hotel ! 	 spend 3 day Orchard Garden love . room great comfortable bed , beautiful functional bathroom nice amenity include big screen tv . breakfast buffet substantial vary . we eat dinner restaurant & quot ; Roots & quot ; one night food fabulous , San Francisco , reasonable . the location great we -- right next chinatown close public transportation hub Market Street . we stay three hotel trip part northern California agree OG well . will definitely return . 
 Sep 9 2007 	 Excellent hotel 	 please Orchard Garden Hotel . room spacious comfortable . excellent location city . eat restaurant , enjoy glass wine cheese comfortable bar area . nice breakfast good selection item . would definitely stay . 
 Sep 3 2007 	 Fantastic Hotel ! 	 stay Orchard Garden 4 night ( August 23 - 26 ) . staff - front desk clerk bellman restaurant worker - friendly fault ! feel welcome minute arrive . we 8th floor view room two double bed . room immaculate .... bed insanely comfortable .... sheet perfect ..... flat screen tv ... AC work well ... room incredibly quiet even though look Bush Street half - block main gate Chinatown . room key - card activate room 's electricity enter room place power & quot ; receptacle & quot ; . fantastic way cut amount electricity hotel use ! european buffet breakfast day excellent . fresh baked croissant , fresh fruit , yogurt , cereal , juice , coffee .... excellent start morning ! hotel conveniently locate Chinatown , Union Square . actually walk & amp ; Park well North Beach hotel ( mile either direction ) . however , alot mass transit available close . rooftop terrace excellent place read catch afternoon sun . whole - heartedly recommend ! overall , would say hotel stay one good ! hotel earn LEED & quot ; green & quot ; rating make luxuriuos surriunding seem even luxurious ! 
 Sep 3 2007 	 Great Hotel 	 hotel perfect location . steep hill climb . location step away entrance China Town , financial center , Union Square . book king view $ 199.00 night . Unbelievable San Francisco ! hotel new green hotel . everyone meet friendly happy ! spend lot vacation San Francisco stay many hotel , future stay . 
 Sep 1 2007 	 Gorgeous Hotel - Incredibly Friendly Staff - Loved Orchard Garden Hotel ! ! 	 absolutely beautiful hotel ! ! first trip San Francisco make stay much easy . arrange transportation , give easy understand direction one entrance Chinatown right next door . plus , locate financial district lot good place eat not cheesy tourist feel Wharf hotel might ( , come tourist - ha ! ) also , room absolutely gorgeous , flat screen tv , thick duvet , everything shiny new ! ! staff nice helpful . tell boyfriend ever come San Francisco together definitely stay ! ! plus , happen take double - decker bus hop on / hop tour , let directly front hotel , really convenient . all , excellent hotel accomodate staff - highly recommend ! ! 
 Aug 31 2007 	 Loved ! 	 stay room 408 great . everything CLEAN NEW well do ! love te slide bathroom door bed comfy pillow bedding . I ' m turn & quot ; GREEN & quot ; know help give back also huge plus ! would stay everytime ! beware soda bar cost $ 3.56 tip ! bit pricey Sprite . very convienent everything . Cafe across street , Cade De le Presse delicous ! order french toast ! 
 Aug 30 2007 	 Great Location Clean Hospitable 	 family thoroughly enjoy 6 day stay Orchard Garden . arrive early morning problem store luggage day set explore city . check - in / check - out smooth , room small functional tastefully decorate . & quot ; green policy & quot ; appeal enormously family - especially teenage daughter . breakfast terrific - atmosphere friendly , overall positive experience feel get great value dollar . 
 Aug 29 2007 	 wonderful place stay 	 Orchard Garden Hotel new spotless ! ! ! . staff make we feel extremely welcome really appreciate & quot ; green & quot ; hotel 's effort recycle protect environment . encourage take cocktail snack outdoor terrace plenty table / chair nice view . our stay come complimentary breakfast something everyone delicious . just couple block away Union Square , location convenient shopping , Chinatown , dining , etc . I would highly recommend hotel 
 Aug 29 2007 	 make green easy comfortable 	 love fact green hotel exist ! really cozy comfy w/ unexpected perk like sleep 101 cd room.super comfortable bed ! great green option give business , 1 way change wish see world : ) love , would definately stay . 
 Aug 28 2007 	 Great Hotel 	 stay Orchard Garden Hotel three night California vacation wonderful experience . hotel locate outside gate chinatown able walk Embarcadero , Pier 39 , Coit tower , Golden Gate state park , etc . room little small hotel room ' ve stay however bathroom quite spacious . particular cleanliness hotel clean , new , well run . comfortable bed pillow , free movie rental ! thing miss would nice hot tub roof ! would definitely recommend hotel stay San Francisco ! 
 Aug 14 2007 	 Wonderful Place stay 	 book Orchard Garden girl weekend two good friend 8 - 10 year old daughter . location great kind trip . two door gate Chinatown mean lot great kid - friendly meal shop . Quick walk Union Square transportation rest city . we book two double room tell arrival floor two double room - one we switch King room . fine we know expect near travel companion room type book . we get City view instead overlook courtyard wonderfully quiet . would definitely book standard again . the concierge Orchard Garden great night staff , help everything smile . hail we perfect taxi recommend two good restaurant , get we airport time , staff help make trip easy . the room clean well stocked . thing would say negative mini - bar snack tray girl touch seem sensitive enough charged water anyway . worth get upset something look for . we try restaurant bit pricey many affordable option within walk distance hotel . would definitely return ! 
 Aug 10 2007 	 wonderful staff stay 	 finish stay Orchard Garden Hotel week travel throughout California . place stay trip , Orchard Garden far favorite . hotel well room extremely nice thought amenity / bed room ( fact & quot ; Green & quot ; hotel definite plus ) well size room perfect comfortable wife daughter . hotel lobby clean breakfast great - scone , meat cheese , etc . location city next Chinatown make visit particular area city easy convenient . overlook part simply staff - valet desk person - extremely friendly accommodating . travel San Francisco Malibu day check ... staff make transition room flawless , give we direction tip , wonderful attitude throughout entire stay . true even though check , 15 minute get Giants game . great experience highly recommend hotel anyone stay San Francisco . 
 Aug 9 2007 	 great location 	 room : Orchard Garden Hotel boutique hotel , room tiny . however , room clean utilize small space . bed amaze flat screen tv dvd player nice bonus . thing like room bathroom door , lack . & quot ; door & quot ; actually slide panel completely shut way . breakfast : free breakfast include morning . breakfast choice include huge croissant , delicious scone muffin , fruit , bagel , cold ham cut , cheese , hard boil egg , cereal , juice , coffee . scone , croissant , muffin quality similar would find nice pastry shop . the location : great location ! right next Grant Avenue entrance China Town . block shop Union Square . approximately 3/4 mile Coit Tower approximately 1 mile Embarcadero . walk dinner night find great restaurant China Town , Little Italy , North Beach . plenty Muni bus stop walk distance BART Muni underground four block away . call & quot ; 511 & quot ; , free call bay area , allow speak someone tell bus route take certain place bus pick . easily take bus Golden Gate Park , Presidio , Golden Gate Bridge , & amp ; Park . walk distance many restaurant , coffee shop , retail store . however , many restaurant close 10:00 pm . late night diner , try Chinatown . overall : definitely stay hotel recommend friend family . $ 179 night , hotel deal . location perfect want explore city . 
 Aug 8 2007 	 pleasant stay Orchard Garden Hotel ! ! 	 return three night weekend stay Orchard Garden . pleasant experience . room cost $ 250.00 night AAA discount . hotel locate close shopping , restaurant , Starbucks , trolley stop Union Square . & quot ; Green Hotel . & quot ; room nice clean , bit small size . nice bath product bathroom . travel two child age 7 5 . hotel free dvd 's rent kid watch couple movie room 's plasma television . complimentary breakfast morning pretty good . muffin , bagel , assorted bread along fruit cereal . eat breakfast across street Cafe De La Presse one morning spend 50 buck pancake egg . frankly , hotel breakfast good not cost we anything . hotel staff friendly helpful tip get around city . front desk , young man name Quinn friendly always willing answer question might . , good decision stay Orchard Garden Hotel . definitely back . 
 Jul 26 2007 	 Great Hotel ..... 	 Great Location ... Brand New Hotel @ $ 179 per night Fri / Sat stay .... Friendly Staff ..... flat screen tv ..... fantastic stay look forward return future .... staff helpful . 
 Jul 5 2007 	 Excellent Choice 	 spend 4 night Orchard Garden June highly recommend . arrive book ( make April via Orbitz ) system , however , impact checkin produce book confirmation Orbitz check within minute . find staff friendly , helpful efficient . the room comfortable think good size . mention previously bed comfortable room keep spotlessly clean . Breakfast include homemade scone miss . free internet access also available another bonus . the hotel excellent location would definitely stay . 
 Jun 24 2007 	 good bed ever 	 great location walk city . wonderful bed environmentally conscience hotel . 
 Jun 20 2007 	 LOVED Orchard Garden Hotel 	 second stay Orchard Garden Hotel many happy stay parent property , Orchard . could happy - service impeccable , room decor soothe location good get . , know everything hotel & quot ; green & quot ; impressed . SF need hotel like Orchard Garden ! 
 May 27 2007 	 quickly becoming worst keep secret SFO 	 ok room rate outrageous luxurious shoe box , Orchard Garden Hotel unlikely remain well keep secret much long . 5 day stay mid May medical conference . location ok - 15 min walk convention center suitably way main convention hotel perfect . much decor facility describe review good billing . environmentally sound hotel management facility represent paradigm shift OG clearly serve role model . highlight : great bed , wireless internet , small though highly functional workout room . generally helpful well inform staff well verse important role energy efficiency environmentally sound space play future cityscape . I definitely stay e future trip – one even get reservation ! hold $ 270 night top – AAA help . 
 May 18 2007 	 white fluffy duvet + aveda shampoo = heaven 	 husband stay 4 night San Francisco conference . hotel pretty large , like . homey , yet elegant feel moment walk in . our room definitely small side , nicely decorate . bed extremely comfy , fluffy white duvet top . bathroom supply Aveda bath product ( be girl , know 's special ) .The room come continental breakfast every morning . delicious fruit yummy pastry nice dining area . the good part hotel location though . 's literally corner entrance Chinatown . able walk around , lunch , shopping husband conference . mention 2 block ( grant 2 block hill ) cable car stop lead fisherman 's wharf . walk way Chinatown ( 20 minute ) , will arrive North Beach , fill outstanding italian restaraunt . so stay ! 's beautiful , eco friendly , lovely . 
 may 17 2007 	 great stay Orchard Garden 	 travel San Francisco first time November , 2006 , 13 year old daughter rite passage trip , two we . booked hotel internet . endless searching , choice many , make reservation different place . look luckily decide make change go green . cancel previous hotel book Orchard Garden . get good rate hotel still construction . daughter arrive long day travel , Orchard Garden & quot ; oasis & quot ; 4 night stay . convenient , gracious , serene , sleek clean , around great ! sleep well hotel bed home . bathroom spacious nice use . love air exchange system ... need feel closed stuffy , window could not open like hotel room . air room fresh thermostat system easy use comfortable day sleep cool night . people work helpful friendly . daughter feel welcome safe . I wish could experience restaurant rooftop garden , not do yet . even construction work durng day , room perfect . actually wish could time luxuriate wonderful room . walk around town stop hotel almost stay . look nice , big lot hustle bustle . Orchard Garden personable quiet . hope return San Francisco someday would love able stay Orchard Garden . recommend anyone . 
 May 15 2007 	 Gem Gates China Town 	 long flight HI , check late Orchard Garden . staff nice , check breeze . since not dinner yet , ask anything open serve 9:30 p.m . turn restaurant inside hotel , call root , excellent ! ! room comfortable . bed right perfect good night rest . honor bar affordable . the location well . gate China Town right next door . appreciate owner hotel make & quot ; green & quot ; hotel , specifically guest medical problem , use chemical free cleaning product . love hotel would definitely stay ! 
 May 15 2007 	 Green happiness ! 	 last minute change . going originally stay family Stanford Court , move well rate . ' m native city , want visit back home less Union Square - y. First , ' ve stay sister property , Orchard , think be book reservation . scared realize not , fear unwarranted . place beautiful . room green : organic cleaning product , recycle bin , key - card electric , etc . love . beds super comfy plush comforter , flat panel TV 's , free wireless , ihome alarm clock iPod , Aveda product ... want . I small issue free breakfast , consist fresh baked good ( croissant size foot , seriously ) , fruit , awesome coffee slice meat , quickly make right , send lovely bottle wine room . rooftop patio nice place unwind walk day . be look large room , thousand employee , 34 elevator group tourist block door , look elsewhere . want good SF experience , walk distance Union Square , FiDi , Muni , BART everything else , check place . 
 Apr 30 2007 	 wonderful find 	 get back terrific vacation San Francisco . wonderful service value Orchard Garden Hotel add vacation experience . hotel centrally locate , within easy walk distance China Town , Union Square , shopping , restaurant , BART subway system . hotel modern , clean , terrific service . will come back . 
 Apr 22 2007 	 wonderful family stay 	 family four recently stay Orchard Garden Hotel April 17 - 19 . extensive research Trip Adivsor , book hotel one stop Spring Break road trip . fabulous stay . love wonderful property . employee , service , cleanliness wonderful room pleasure . breakfast work well we . something everyone include two kid . location perfect could find fault thing . look forward stay Orchard Garden Hotel next time visit San Francisco ! 
 Apr 21 2007 	 amazing location totally new affordable price . 	 recently come back 5 night stay hotel conference . specifically look place walk distance Moscone Center , yet still far away Powell street ( dodgy inhibitant night ) .The Orchard Garden perfectly locate entrance China Town , 10 minute conference center , surprise - brand new ! room great , complimentary WiFi connection breakfast . I highly recommend hotel , least realize low price ( $ 169 night ) compare similar place ... 
 Apr 11 2007 	 great stay Orchard Garden ! 	 get back tonight 4 night stay Orchard Garden Hotel . everything great ! room hotel brand new , everything clean fresh . staff helpful cooperative . ( however , expect luxury treatment staff carry luggage , etc , not count - drag ! ) one extra bonus really find helpful complimentary european buffet breakfast , full fresh fruit , juice , coffee , homemade scone , muffin , toast , croissant , ham , cheese , etc . location fine , near shop Union Square , , right next China town gate . also complimentary usage high speed computer guest , not lug along laptop . hotel brand new kink work . 4:00am awakened drill run stair - it turn false alarm ! major inconvenience since 8th floor , run stair , bad knee . complain management , compe we night , totally unexpected . , accustomed stay fine hotel ( usually major chain ) , suit we fine . definitely stay highly recommend ! ! ! 
 Apr 10 2007 	 Gem Hotel San Francisco 	 decide try one new , small boutique hotel San Francisco . usually stay large , chain hotel ( read Hyatt ) . Orchard Garden hotel Bush Street & quot ; green & quot ; hotel discover internet . reserve two - day stay take advantage & quot ; Park Shop & quot ; special . great deal we , since car get around City thrilled thought pay $ 35 per day parking . package include parking great european buffet breakfast . room compact clean , efficient & quot ; green . & quot ; applaud effort conserve environment . staff always courteous accommodate ready help direction , suggestion . enjoy stay definitely return . 
 Apr 2 2007 	 Green Great 	 make big deal first leed hotel SF . ' m sure exactly mean except hotel environmentally friendly . feel good bonus . hotel excellent whether be green blue brown . flat screen Tv 's nice surprise interesting element slide bathroom door power kill key card . hotel new freshness . restaurant excellent location could not beat . short relatively flat walk shopping . China Town around corner . front desk staff great job stir tourisy Chineese Restaurant China Town . 
 Mar 22 2007 	 Loved Orchard Garden ! ! 	 husband love Orchard Garden Hotel would definitly recommend ! ! new , clean , lot offer reasonable price . great location ! ! - everything right outside door .... chinatown , union square shopping , cable car . able walk everything . great breakfast include , fresh fruit , awesome home make scone , coffee , granola . staff polite . arrive late night , tired , immediately come get bag , valet car . check in / check fast . staff offer we direction drive home . comfortable room flat screen , mini fridge stock everything , clean spacious bathroom . nice Aveda product bathroom ! bed sooo comfortable ! absolutely stay next trip San Fran . quiet hotel . ( hotel restaurant good , pricey huge menu selection . ) 
 Feb 27 2007 	 Orchard Garden Hotel quite average 	 newly openne San Francisco , Orchard Garden Hotel really nothing special . excellent location , right street gate Chinatown . arrive Superbowl Sunday - no tv lounge watch game go purchase thing enjoy game room . go stock empty mini refrigerator find work . get switch another room , 45 minute haggle . room switch small . ok fine , watch game , couple beer . ok . also purchase different cheese keep refigerator well . come back room day 2 content refigerator sitting desk ! cheese course spoil beer soda long cold . express disappointment handle , hear vendor hire stock mini refrigerator responsible sorry . offer compensate anything . on positive note , breakfast morning enjoyable . fresh fruit , cereal , roll , juice coffee . customer service feel poor . 
 Feb 26 2007 	 Orchard Garden Hotel great 	 pleasure stay Orchard Garden Hotel February 8 , 2007 . hotel location excellant - Union Square , shops restaurant cable car doorstep . chinatown nearby well . room comfortable king bed , marble bath nice bath amenity . bar restaurant top line . excellent cocktail , food delcious large choice menu . good part staff make perfect combination professional , courteous friendly . include rate breakfast cheery dining room . cold breakfast buffet something please everyone . important feature new Hotel , rate green hotel . 95 percent building material recycle . surprised learn attractive sheer curtain actually make recycled plastic bottle ! stay wonderful hotel help save planet . 
 Feb 26 2007 	 love hotel 	 stay one night hotel . great location edge chinatown , financial district union square shopping area San Francisco . room nice , bathroom large . flat screen tv 's dvd player . bed comfortable . business center small gym . root restaurant excellent . group 10 we eat everyone love meal . staff young , energetic nice . would definately stay . 
 Feb 19 2007 	 great location clean quiet . 	 sweetheart spend last week Orchard Garden Hotel . location great , within walk distance many city 's tourist sight . come small , quiet town concern noise level hotel . happy quiet hotel , even eve Chinese New Year firecracker go . staff professional still friendly . breakfast bit spotty , get early scone worth coffee good ( picky coffee ) . room bit small , ( would like 2 sit chair ) good size bathroom make . everything new clean , old smoke smell . would recommend , already plan return . 
 Feb 18 2007 	 good find great bed 
 Feb 17 2007 	 great hotel wonderful staff 
 Feb 6 2007 	 good parent hotel orchard 
 Jan 25 2007 	 Fantastic Location Great new property 
 Jan 19 2007 	 disppointe 
 Jan 14 2007 	 pretty rough around edge location perfect 
 Dec 25 2006 	 great location ready yet . 
 Dec 18 2006 	 good hotel likely great soon ! 
 Nov 30 2006 	 Budget Minded Choice 
 Nov 26 2006 	 yet work process 
 Nov 17 2009 	 ... grüner geht´s kaum . 
 Nov 3 2009 	 conseill 
 Nov 1 2009 	 Sehr saubere und zentrale Hotel 
 Oct 20 2009 	 Ottima posizione e ottimo hotel 
 Sep 14 2009 	 Promessa mantenuta 
 Aug 27 2009 	 Valeur sure 
 Jun 4 2009 	 Ecolo 
 May 31 2009 	 Sehr gut ! 
 Apr 19 2009 	 Ecolo 
 Jan 5 2009 	 Superbe hôtel 
 Oct 14 2008 	 Super Hotel - wir komman wieder 
 Sep 5 2008 	 ottimo ! ! 
 Aug 28 2008 	 ottimo 
 Apr 23 2008 	 Réserver dè maintenant ! 
