Nov 	 good hotel great location 	 good clean hotel excellent location two minute pier 39 
 Feb 18 2009 	 insulate sound need upgrade 	 give one 2 star since least clean locate great spot . nothing else go . one review mention , location consider Raddison quality . old motor inn . not expect anything . hear everything go outside room hallway room next . plumbing make substantial amount noise . card key access point various door work inconsistently sometimes take minute accept card and/or open door . personally not like sleep number bed get . wake neck sound like popcorn ( inflammed ) . cranky two night sleep leave car , lock , even though pay two full day ( 48 hour ) parking check . & quot ; reactivated & quot ; card could leave say good 1 pm even though check 4 pm two day . ( nice . think still get swindle since 1 pm full 45 hour mind . ) anyhow , expect leave cranky ready recommend place anyone . stick Best Westerns Hyatts . pay stay financial district . even Sheraton next door look appeal . 
 Feb 10 2009 	 good place stay Fisherman 's Wharf ! 	 go S.F . celebrate 12th wedding anniversary . want place reasonable price , within walk distance public transportation , lot area sight - see nearby . Radisson . staff fast friendly . ask question , answer . courtyard update new furniture bring . plan fire pit instal end week - would liked see ! never S.F. , research internet . room small size , not need lot room sleep . always clean . public transportation w / in block hotel . totally pleased recommend hotel friend . 
 Feb 1 2009 	 Great Location radisson quality 	 stay Radisson Fishermans Wharf 3 night adore time beautiful city . hotel great location wereby peaceful great explore also easy access city . hotel basic like Standard Radisson UK . room clean , small basic . many facility hotel- pool small restaurant food cart breakfast . hotel great short stay want get explore . ensure get good value money hotel similar travel lodge . 
 Jan 18 2009 	 start ? ? ? 	 start ? ? book hotel expect get room overlook Bay ( without balcony ) limit . even pay extra time booking get room guarantee ( find arrival ) . rang accommodation day confirm room book 1st wedding anniversary . our flight delay leave Vancouver pre - booked transportation also delay arrive later expect . finally check 8:00pm one wait take half hour check . negotiate way long corridor ( room pack like sardine ) get room 2nd floor surprise Bay View book . discussion " assistant manager " tell check early also tell call day confirm ' guarantee room even confirm . 10:00pm well off . we ' eat ask direction place get food . direction information supply disappointing . next day find Safeway Supermarket open midnight one street one street opposite way restaurant etc . we finally get room overlook bay ' balcony . cold use pool heat enough go swimming . peak time year repaint concrete around pool area rope trip . in room exhaust fan noisy night could hear rattle advise front desk response give maintenance would check nothing come stay . the concierge ( ) ' really want help really come large bus tour booking . restaurant / dining area bar unless happy eat fast food . good thing place clean staff exceptional job polite . I really ' understand place high star rating service ability even care way standard place stay less rating . unrelated accommodation : unaware attraction e.g . Alcatraz require pre - booking ticket month visit day unless get street tour seller come another attraction . bike ride company suggest ride Sausalito catch ferry back ticket supply timetable ' advise limited number people bike get ferry later get Sausalito likelihood actually getting ferry back high peak season nice ride well worth fit . 
 Jan 2 2009 	 Great Location 	 location great ( ask room Bay view , see Pier 39 , Alcatraz , etc . ) hotel bit rabbit warren long wide corridor . room fairly spacious , little & quot ; tired & quot ; ( catch window fall , peel paint ) .The extractor fan bathroom extraordinarily powerful noisy , create draft room . put dry flannel vent stuck suction , reduce flow noise bit . we get good rate AARP discount , though parking expensive ( San Francisco thing ! ) .no proper breakfast available - go ihop adjacent hotel rather overprice breakfast buffet cart lobby . 
 Jan 1 2009 	 great base tour city 	 stay 4 night December . our room look Beach street like another reviewer mention noisy sound street car double glass . however San Francisco expect hear noise . remind be . we book hotel travel agent part package deal cheap airfare New York stop San Francisco always want visit . the hotel not cheapest give choose well review other base Fisherman wharf area . check easy staff friendly . room fine clean want . bed big one number bed . the area easy catch cable car , pier 39 close easy sight seeing . I hop next hotel breakfast go once . would stay need area . 
 Dec 27 2008 	 Great Location 	 18 year old daughter recently spend three night Radisson , Fishermans Wharf . book local AAA ( Automobile Club Southern California ) , get we fairly good price include daily parking , $ 50.00 gift certificate Macys . parking include S.F . huge deal , since normal daily rate expensive . upon check , staff inform we run Macys gift certificate , would take $ 50.00 tab . fine we . room fine , little worn side , otherwise complaint . location excellent plan spend time wharf area . time drive go Golden Gate Park go California Academy Sciences , new museum ( extremly crowded , will not go back open long time ) . otherwise , use cable car , could use trolley . complaint room overlook Beach Street noisy trolley run day night . hotel seem double pane glass window would help noise level room . sure ask room side warf side hotel . fancy hotel , suited need . would stay . 
 Dec 23 2008 	 good value hotel good location ... 	 good stay , nice room free daily paper ... like location wharf . car parking extremely expensive 
 Dec 22 2008 	 Location great 	 stay 4 night meeting . check - in quick efficient , staff friendly . room small clean update . peel paint ceiling . power outage 3 hour , hotel fault . couple good restaurant close buy , shop Pier 39 within short walk . room look second level parking , noisy . could see Alcatraz window . overall average experience , nothing special , nothing terrible . 
 Dec 20 2008 	 's ok motel really ! 	 bit mixed bag first visit SF . point , can not take 4 * hotel . neither restaurant bar provide breakfast cart morning - food free ! stay Travelodge coast half price free breakfast suppose must remembered tourist big tourist city . the good : location , want Fisherman 's Wharf . room ok.the less good : overpriced , frankly . afford little would stay & quot ; real & quot ; hotel area . arrive publish check time room ready one ask available . ask smoking room claim know nothing could not accommodate we mention . instead take note issue say would try sort tell we ask follow day smoking room available . advice actually not stay Fisherman 's Wharf . tourist trap area little way after - dark entertainment . suggest stay close Union Square visit area . 
 Dec 19 2008 	 not rate hotel ! ! ! 	 stay part tour , last hotel 7 suppose four star certainly woud not class . one thing really upset stay not iron sheet bed not clean night . location wise good hotel tired need care attention staff wer not particularly helpfull 
 Dec 17 2008 	 want . 	 Booked Southwest Vacations . great central area , walk distance trolley , bus service etc . good neighborhood cafe quick , affordable breakfast . Beach St . restaurant favorite morning . Ghiradelli Sq . shop close , excellent vietnamese restaurant dinner , call Ana Mandara Restaurant . room comfortable , nice bed , quiet hotel , refrigerator room helpful save meal snack . grocery around corner basic . get room overlook pool , bit noisy street side , tired night , not problem ! complaint pay use internet office center lobby , worth $ 5 plus check personal e - mail . free print boarding pass , nice feature . we arrive early , 9 plan sight see , check hotel able get room 9:30 , staff helpful concierge know town get use public transportation . buy muni - pass 3 day ( good trolley bus ) save taxi get everywhere need see , shop eat ! 
