Coulde 	 slightly sceptical hotel read review site , like previous New York hotel ( similar review ) , decide go ahead book . arrival quite surprise much small lobby compare previous New York hotel ( Grand Hyatt ) , certainly not make less hotel . check 6 pm greet helpful polite man name Adelin something similar upgrade we corner room kitchenette amazing view . room nice clean , large comfiest bed ever sleep . staff extremely friendly , especially one valet 's . sure name either always wear large coat outside , always ask we enjoy day always stop chat . the location hotel not bad , walk bit hotel be talk 5 - 10minute walk Grand Central always Taxi 's outside ready business . I not try room service / hotel restaurant never normally pay price room service not seem expensive . get breakfast every morning little place corner 44th + 2nd call Plaza Delhi amazing pancake bagel really good price ( 2 cream cheese bagel + 3 large pancake syrup + 2 large coffee 's $ 9.95 ) .We not really try hotel facility pool gym etc , plan not really find time / do not energy walk around NY day . I would definitely stay hotel , stay thanksgiving get really good price hotel advance booking site . would recommend hotel anyone . 
 amazing view 	 would definitely recommmend hotel location panorama room . front desk staff could helpful though ! 
 great hotel .... quite walk shop sight 	 wonderful start hotel get upgrade huge room ( mini suite ? ) 39th floor . fantastic view high .... make sure really clear emergency stair ! room clean , staff really pleasant pool / gym good . my son wonderful time except distance shop sight . first walk Broadway 34th Street etc time get already ache foot . decide get cab fine cost really start mount . stay really need make sure get grip subway . 
 good hotel NY 	 Luxury hotel , cheap price , good service ... word ! 
 May 9 2009 	 great money NY 	 recently stay hotel 5 night late April fabulous view 40th floor room ( Room 4032 ) . could see Chrysler Building Empire State Building window kid impress tiny everything street way . ' ve also stay Algonquin , Hilton Ave Americas , Essex House , money , would say view large room well worth $ 169 pay per night ( travelzoo promo ) . quiet , pool great , find staff helpful . con : quite walk attraction explore - something close Times Square & amp ; Central Park would suited we well save cab fare . room service expensive , room coffee maker . Dunkin donut around corner caffeine fix : ) also eat great little restaurant last night around corner call Dean 's . great time not think much well term room size view ( get right floor / room ) elsewhere . 
 May 8 2009 	 atrocious ! 	 ' ve never give & quot ; terrible & quot ; review TripAdvisor hotel sure warrant . come 7 pm , tell room ready . would ready several hour later . one receptionist duty look completely harry . poor staffing ! lift dreadfully slow . morning , take 5 min lift come . carpet room smell damp . internet connection free , wireless - even , be dreadfully slow . gym small hotel size - 3 treadmill , line people wait run morning . water gym fill regular basis . the save grace large screen LCD tv large room . stay . 
 may 7 2009 	 horrible receptionist obviously worng job ! 	 arrive long long flight nearly 3 hour Customs JFK horrible receptionist completely disintereste book superior room 2 bed ( realise difficult NY specify bed 's point hotel say accommodation available - would go one hotel hotel could not provide accommodate look ) one we sleep rollaway bed tdesk staff old we come back next day - next next next ( 10 day ) time queue speak disintereste staff - corporate seminar go could not give we room two bed . receptionist worst encounter - frontline staff one main marketing force company lot fail miserably . the superior room not superior hate think & quot ; normal & quot ; room look like - also room surround corridor / hall tacky tired lookingthe plus restaurant housekeeping staff efficient pleasant . 
 May 5 2009 	 almost perfect 	 spend 6 day end April UN Millennium Plaza throughout month long trip Savannah New York good stay overall . 5 - 10 minute walk ( half time spend wait cross road ) Grand Central Station convenient UN cater taste . room , book travelzoo , comfortable , spacious , clean , quiet good view East River Chrysler Building . indoor pool good one large ' ve ever see , rather unusually think , lifeguard duty . good choice breakfast plenty taxi wait outside not fancy walking . would give 5 * fact ) pay wifi access b ) pool shut early evening c ) 3 mirror bathroom / toilet none bedroom . 
 May 5 2009 	 outstanding View Beautiful room ... 	 visit New York City recently stay hotel , across street United Nations Headquarters . good bad . good not many tourist - type area , bad small walk get subway ( Grand Central five block away ) .The hotel nice , room well furnish view excellent , look East River . complaint room high ( 34th floor ) unable get decent cellular internet signal . however , go lobby work fine . hotel offer wire Internet connection - believe - $ 10 per day , not use , can not speak quality . sit lobby offer number selection connect free reason , want work room one option . one occasion able connect wireless connection room quality not good not able make connection later date , though could see number network . this New York City , number dining choice around , deli variety want eat something nice may need travel bit . dining room lobby call Ambassador Grill look pretty nice , not try , can not speak quality . price indication , be quite good , not prepare nicer dining experience , stick place , readily available block ( much cheap ) .The complaint one four elevator not work whole time ( apparently upgrade ) another service half time ( excuse ) . near-40 story building need bit two elevator . three work okay . four , suspect would fine . finish repair , imagine would fine . 
 Apr 30 2009 	 Decent Hotel 	 glamorous make , however get great deal NYC nice . clean , large room late checkout plus . get price would stay , definitely frill hotel . parking , although pricey , problem . 
 Apr 27 2009 	 Good Hotel - Appauling sale service 	 good hotel term room faciltie - debit credit card twice stay still refunded , would never recommend one UK go , end want pool one nyc one , book superior family room two double bed get tell room give we one one double bed offer two camp bed , acceptable numerous complaint - second night move we say additional cost we two standard room interlock door , 3 month return debit twice room pay full prior go USA - date reunde one cost - try get sense like try walk treacle - beware do not go smile nice fair horrendous event 
 Apr 23 2009 	 new favorite hotel NYC 	 stay 5 night teenaged daughter . great hotel- fantastic view , huge room , nice pool mention view . stay West tower 38th floor . fantastic view Chrysler building Empire State Building window open could let great city sound , easily block . also get great deal travelzoo $ 149 night , can not beat . big , cheap nice hotel stay NY . say far east , 10 min . walk Grand Central 4 minute walk crosstown bus stop . 
 Apr 21 2009 	 home away home ... view 	 book Travelzoo daughter 's first visit New York . review vary wildly , not sure expect . call night request non - smoking room city view , Ms. Melveta Rance respond like long - lose sister , assure would enjoy stay . give we free upgrade efficiency West Tower , 34th floor , look right Chrysler Building Empire St . Bldg . , arrive send voucher breakfast buffet . the room well - appoint , clean pin , comfortable . staff friendly , inquire day evening -- Barry front desk especially charming , reserved manner . the hotel staff go long way make trip memorable -- daughter feel especially safe comfortable . one hassle we tip , need anything . place will stay New York City ! 
 Apr 13 2009 	 Rude Staff Great Deal Travelzoo 	 book three room Travelzoo special $ 149/ night . staff almost go way rude ineffective . big group airline arrive check , three front desk staff go break , leave rest try check get copy room bill long line . concierge , bellman & amp ; doormen awesome though go way good job . westerly view room way go view city . easterly view Long Island - yuk ! room spacious NYC standard . room stick time warp need update . one room , minikitchen , microwave , finish fabulous formica . one bathroom , ceiling disgustingly dirty obvious cleaning staff never wipe ceiling . pain peel bathroom one cleaning session , leave one bath towel . the occupant third room develop weird rash leg . can not confirm bedbugs weird allergy , two experienced . room two single bed , sure , calamine lotion loradatine seem clear up . if room run $ 149/ night special , would consider . otherwise , good deal Travelzoo rate . 
 Mar 30 2009 	 Great Value 	 get Travel Zoo $ 149 / night special last week visit . locate near UN , convenient Times Square , B'way several subway line get city . 10 minute walk Grand Central allow access anywhere want go . upon check , give upgrade Junior Suite view UN , East River 1st Ave . hotel lobby small , never crowded . several International Airlines flight crew stay hotel , must regard one well hotel . pool , fitness center tennis court bring appropriate attire . block 44th 2nd , nice place breakfast - Cafe Olympia - solid ny style chinese restaurant open 11.there little bit wear age room , nothing terrible . could use little cosmetic touch . , well worth . 
 Mar 22 2009 	 Great NYC hotel great price 	 wife stay hotel 4th July 2007 . book room two hotels.com $ 145 night expect get . room NE corner building ( view uptown East River ) king size bed couch . room spacious include fridge ( take drink mini - bar put dresser drawer ) . free WiFi lobby always taxis breakfast cart outside hotel . UN less five minute away Grand Central ten minute walk . great view firework river . view great manager check key come hotel night make sure actually guest . ( evidently ' ve problem non - guest ride elevator upper floor watch firework hall . ) , great hotel great location . would highly recommend . 
 Mar 19 2009 	 UN Millenium 	 recently stay boyfriend 2 year anniversary one night . get hook 2 floor suite awesome . hotel pretty plain , nothing crazy worth note . room clean surface , look close tell hotel around . wear carpet door . even find someone else underwear closet ! ! NASTYYY ! ! Perfect 1 2 night nothing . 
 Mar 14 2009 	 live 3.5 - 4 * quality 	 definitely worth price , live 3.5 - 4 star quality . spacious room , amazing view . bathroom shine , tub / shower bit old . great furnishing , carpet 4 * . got hotel $ 110 night hotwire - good value town , ' ve around many ~100 - 150 $ hotel NYC . internet 13 $ 24 hour : ( 
 Mar 11 2009 	 clean room great view heart Manhattan 	 nice helpfull staff . clean room 34th floor . amazing view Empire State Building . 10 minute walk Grand Central Station . Swiminng pool , gym full size tennis court 38th floor . room start 28th floor . small problem tv set . 
 Mar 5 2009 	 Decent Business Hotel . 	 Booked hotel priceline . much way style , nice sized room , clean professionally maintain . due proximity UN , would make great business hotel , efficient service . location quiet issue tourist , locate residential area , much go , restaurant . closet station , around three block west , Grand Central , bit overwhelming due rail subway system one place . 
 Feb 24 2009 	 nice stay 	 stay hotel 6 night . room 36th floor East tower face NE although good view overlook city impressive city view . stay Superior room spacious nicely decorate . the pool 28th floor good nice view . 
 Feb 19 2009 	 Spectacular view ..... good value NYC 	 come train two night r r partner . easy walk train station , pre - register check bag go hour . staff pleasant . return 3:00 pm , room ready East Tower 33rd floor promise . tell window not open due security policy UN . view UN , East River Downtown include Empire State Bldg Spectacular . bed exceptionally comfortable , tv like movie screen . find bathroom quite dirty mold mildew around tub shower . also feel amenity nickel dim -- minibar cost high , charge internet , also dissapointe even though advertised Ambassador Grill open dinner 10:30 -- told not serve dinner . breakfast nice , feel quite pricey . contract Conceriege pleasant helpful . all would stay . 
