alarming 	 ok , ' ve read review know well . truly alarming place , fire alarm still go middle night ! ! ! review go back 2006 refer problem , still happen ! ! ! yes , 2009 ! ' m multi - night business trip . far , one night , one fire alarm . can not afford tired . ' m multi - night business trip . one fire alarm middle night ' m outta ! ' m willing overlook tired decor , dirty bathroom tiny room location awesome . fire alarm different story.location ? double check.staff ? check.cleanliness ? much ... alarm issue ? enough put place bottom ... 
 likely stay 	 due flood Kingsway Hall offer alternative ' sister ' hotel . turn bit like one Cinderella 's sister . small room , though clean . unattractive lobby team ilalian teenager arrival team Italians departure . breakfast . try get case storeroom joke , stand concierge desk rude hopeless . ' you try job mate ' say complain Italian . ' not even ' . proceed take everyone ticket stub everyone mix free ensue . get another job get properly train . do not stay . 
 lilliputian room well locate clean hotel 	 London conference first time city , stay room little time . feel claustrophobiac , though , ' ve never . room ridicously small , could unpack clothe . use toilet venture . staff , except door man , condiscende unhelpful ( ask twice stand suitcase hair dryer ) . good side , clean location great , neighborhood public transportation . 
 Jan 6 2008 	 nice place - much international activity 	 nice place . room small fine . spa gym real nice book . seem one use resort everything site . able book show 's reasonable rate , transport include nice . bus tube conveniently locate hotel . hyde park right nice . nice location way around , bad price London . elite crowd . 
 Dec 24 2007 	 great place business meeting 	 well run well organise hotel excellent business meeting great conference room . the room also comfortable sleep although biscuit tea tray let ! non smoking room reek smoke leave window open hour , ideal December afternoon . breakfast great ; lunch limited choice veggie . 
 Dec 9 2007 	 well expect 	 ok three star hotel close Kensington High Strret station . slightly away business / tourist area easy get & amp ; plenty place eat locally . have queue reception clear check - in quick . queue disappear 20 minute later . room could big & amp ; bathroom bit cramp clean & amp ; ok . breakfast right . 
 Dec 8 2007 	 Superb service ! 	 quite surprised really enjoy recent stay hotel . service great location ideal . service : enjoy team front desk , concierge . service new steakhouse restaurant superb . steak great french person say must England ! sport bar breakfast really busy show football game although really look plus people speak language . cook breakfast excellent . bedroom : choose upgrade new executive room ! good size room , mini bar , house safe , view nothing special , satellite channel , Wifi ... definitly worth spend upgrate ! Room clean daily . hotel facility : spa ideal relax enjoy beauty treatment available . location : simply great : 2 min tube park . so will back ! 
 Nov 22 2007 	 Security Alert- Awful Experince 	 stay away hotel- front desk poorly train , nasty procedure & quot ; upgrading & quot ; fee large room know rooms desk amenity matter bad service . first room change ( closet ) upgrade , get room hall- third change . the fun begin . could get internet work room . day 2 yet another change 2 room . the hotel dingy . maintainance fix thing -like heat . least not reply . Windows bad air leak . spa really dirty date . locker room shower ( break ) , whirlpool part float tub . day spa attendant rude really train . know treatment available know & quot ; swedish & quot ; massage . help .. check , many fraudulent charge account food . the desk investigate not- credit card number give someone many fraud charge appear . since one London see card front desk safe room leave , see security issue desk . I leave word general manager- front office manager , duty manager one ever communicate . stay away- stay away- oh mention prostitute walk hallways night knock door .... bad ... 
 Nov 13 2007 	 well enjoy ! 	 stay overnight 12/11/07 breakfast lunch next day . ' m sorry not take photo room , though & quot ; small , & quot ; neat clean bathroom . not know people expect single room , space hold party ? large bed , comfortable , spare blanket though room warm enough , build wardrobe , suitcase stand , easy chair decent sized dressing table / desk lamp useful . the T.V . work . behind slide door huge mirror , bathroom clean towel fluffy white . two bottle bath gel wrap cake soap . impressed room service menu though not try . large choice fruit , cereal bread breakfast one could & quot ; full English & quot ; . service times friendly efficient . lunch excellent . maybe two hotel name one dimension great . 
 Nov 9 2007 	 hotel pit ! 	 last week , stay Kensington Close Hotel London , attend exhibition Olympia . hotel conveniently locate - it . I check originally give single room , literally size broom cupboard . go back reception complain tell double room , would upgrade exec twin . 6th Floor . when walk along corridor , overwhelming rot / musty smell , come large patch carpet seem rot . when get room , really shock fact room tatty shabby . concern Bathroom really dirty . floor tile crack dirty . toilet pan crack . shower curtain , shower head tile cover orange mould - suggest room give proper clean sometime . from website claim 4 * , ' ve never stay anywhere quite squalid . favour do not ' book hotel - 's rip ! 
 Nov 6 2007 	 Poor Hotel 	 small room , small bed , dirty carpet , annoying smell , weak service well . not 4 star . 3 star . I book 3 night stay one dissapointe . the cost & quot ; executive room & quot ; 179gbp close $ 400 ! ! ! value . we move hotel nearby call Kensington NH . excellent value . 
 Oct 31 2007 	 good location 	 hotel good value money . read review , seem lot reviewer think booked room Ritz . well , Kensington Close Ritz . however perfectly situated hotel visit London . 2 minute Kensington High Street tube station ( district circle line ) make ideal discover London . hotel good breakfast buffet 2 restaurant pub / sport bar . ( long ) swimming pool . room big , do not go London stay hotel room . staff friendly helpful . good experience . 
 Oct 2 2007 	 awesome ! ! ! ! ! ! 	 first , London hotel centrally locate , site amazing , believe Londoners kind helpful Europeans . the hotel locate Kensington , walk distance Hyde Park attraction . shop London amazing cheap , take advantage . ask tour London lobby ; must . first bus pick main street hotel locate , get eat fabulous dinner amazing establishment right across Tower London ! ! River Thames tour breathtaking , especially night . hotel probbably comfortable hotel stay Cosmos Tour . get complimentary tea biscuit room , wonderful staff , be even gift shoppe lobby modestly price item . wear warm clothing , London get chilly night , trust will night long vibrant city . also make sure english pound , Euros still widely use UK . 
 Sep 20 2007 	 good value 	 since read negative review hotel booking , want weigh say travel companion please accomodation . part package book American Airlines get good price . yes , room small perfect one person . ( single room . ) room clean staff helpful , particularly straighten problem Hotelink , shuttle Heathrow . fairly inexpensive hotel quiet , convenient location , Kensington Close can not beat . 
