love 	 stay 5 night read rave review really live noise . great , modern , value money hotel . staff second none super - friendly , proactive attitude . there load great restaurant , bar , cafe club nearby even bar restaurant downstairs worth check meal drink head elsewhere . we always look forward yoghurt , muesli , banana OJ morning . 
 excellent stay 	 stay one night impressed . lovely reception area great room . small problem try check ( hotel fault ) reception staff could helpful . though free banana / yoghurt / orange juice great idea . would recommend hotel highly definately stay . 
 excellent location great value . 	 hsband London January 2008 stay Hoxton Hotel 5 night . manage get £ 29 deal . location perfect , close tube , take - away shop front hotel , walk distance supermarket . staff friendly & amp ; accommodate , aircon blow loudly , upon request kindly move we another room . room cosy , nice bathroom shower , large LCD tv fast free Wi - Fi . I ' hesitate stay . 
 rate HOXTON high ENOUGH 	 stay Hoxton Hotel time , £ 1 & amp ; £ 30 - special sale price . its easy reach get town , clean modern . staff great can not enough help . love alternative attitude brand . 
 May 21 2009 	 Cool hotel great price 	 stay three night hotel . funky hotel great vibe , nice bar restaurant excellent food . price real value money hotel London - location 5 min walk near tube stop handy northern line . although cook breakfast extra , get pret breakfast yoghurt , banana juice hung door morning include price . room good size , modern clean . small fault hot room overnight could bit noisy early morning street expect room locate ( binman seem come - EVERY morning ! ) . none take away would highly recommend hotel . 
 May 18 2009 	 trendy hip hotel 	 companion stay one night hotel - get incredible 29 pound Great Hoxton sale . experience hotel positive . check quick efficient , guy serve we extremely warm friendly . make phone call room must say charge reasonable . morning , get brown bag contain OJ , banana yoghurt Pret Manger , enjoy lot - 's novel idea . room spacious modern . ideal type decor not give cozy feeling clean , enough room 2 large suitcase even , space walk around . bathroom also spacious good , strong shower . hotel 5 - 10 minute walk to / from Old Street tube station not much see around area . though feel unsafe day night , area definitely polish quaint west end . night , place upbeat lively quite number club / pub around . all , extremely good deal would definitely recommend hotel could snag room low rate . normal rate , would much prefer stay centrally locate hotel West end . 
 May 18 2009 	 Hotel Babylon ( dream come true ) 	 trendy urban hotel gem East End hotel . staff friendly welcoming , room fab ie : bed , towel , linen , lighting , toiletry , dench double shower , bottled water , fresh milk , coffee bag , Pret breakfast etc etc ect . back hotel 4th floor look Willow Street . view City include Tower 42 art work wall . the area trendy urban buzz . walk along Regents Canal ( Hackney part ) , Sunday lunch Bricklayers arm ( hox guide ) , walk aong Columbia Road flower market . the good part stay London picnic Hampstead Heath breath take view london , drink Soho , awalk along South bank back Hoxton Hotel night . able get way break hotel truely give we Hotel Babylon experience dream come true ! love London love Hoxton hotel . 
 May 16 2009 	 really cool hotel - a great find ! 	 enjoy great weekend away Hoxton last weekend . location great- quite trendy ' edgy ' perfect fifteen restaurant pretty close tube . bit trouble locate parking bear mind come car . staff really friendly heed request quiet room much appreciate . room not massive bed really comfortable , bathroom great monsoon shower room nicely design everything need . complaint unflattere over - mirror lighting bathroom ! fresh milk free mineral water welcome extra miss hotel . late check express check option show management understand clientele . Loved Pret breakfast bag enough keep we go brunch . would like breakfast Grille run late , however drink bar well look hilarious bartender ! would definitely recommend hotel . perfect parent small child need remind trendy , child - free past ! 
 May 11 2009 	 fine contemporary hotel 	 lovely 2 night stay unusual hotel . comfort bed unbelievable hotel . everything clean place . make sure ask quite room . change 2nd night traffic noise front keep wake we . otherwise highly recommend . definitely stay . 
 May 10 2009 	 Fantastic Hotel 	 get back Hoxton hotel , lucky get room night £ 29 . surprised find fridge contain free milk mineral water room also free Internet tv free WiFi , free 1 hour phone call free breakfast ( banana , juice yoghurt ) .The room maybe bit small hotel similar price ( pay full price ) extra make this . the real downside location not well explore London , be close Tube station 2 stop St Pancras ( Eurostar ) anything else may need change underground time . overall fantasic stay Hoxton , reception staff always pleasent . my comment service not expect reply e - mail . twice ask provide leave luggage service plan arrive early neither e - mail get reply . 
 May 8 2009 	 Hox Rocks ! 	 begin lobby , half bar / restaurant center check in / out counter helpful friendly attendant . lobby full people time come go , eat , hang use free computer . there outdoor patio area must great summer . might put old traveller love - nothing cold , lonely impersonal lobby , .The room huge quality fiurnishing fitting excellent . window curtain thick keep light need sleep . large tv monitor tilt come keboard . fabulous bed duvet pillow . great shower head large bathroom mirror , free Pears soap - large bar , sample sized stuff , nice towel . wish luggage rack otherwise complaint , . overall style industrial / modern . can not say window view beautiful go hotel stare window . I ok bag breakfast supplement grocery purchase across street ( several small shop area sell food stash imini fridge ) find restaurant breakfast great money . lot reasonably privce restaurant area . one great thing give two free bottle water per day welcome & quot ; travel companion & quot ; go sightseeing . hotel far Old St. tube station ( Northern Line ) . close neighborhood interest ( lot interesting small shop gallery -- worth explore ) Soho , Camden Town Hampstead Heath easy get tube , City / Southwark ( Tower , Globe Theatre , London Dungeon , Tate Modern , Etc . ) go Buckingham Palace area Chelsea tube take hour -- 's do - able convenient . museum Harrods accessible do not mind change train . a pleasant surprise end stay ( 5 night ) phone bill -- long distance call reasonable , tenth hotel stiff for . I would recommend Hox HIGHLY anyone love old part city much want spot royal , luxury shopping , see Big Ben . excellent hotel great attitude . 
 May 3 2009 	 Happy Hoxton 	 late March , boyfriend stay Hoxton . come across hotel accidentally actually see advertisement 1 pound sale . well , one lucky get 1 pound room , get one sale 29 pound still fantastic deal . we arrive Saturday morning transatlantic flight . first , luggage want take Tube Heathrow , make sure Old Street Station open . ' weekend ( least ) go Liverpool Station ' bad walk ' heavy luggage . arrive well check - in hotel allow we store baggage go sightseeing . staff young helpful friendly . afternoon , return , check room . room small american standard , par european standard . clean interesting sign window door . bathroom nice though black tile shower make little dark hard see . nice bath product though . also , every room come two bottle water fridge plus . breakfast bag nothing spectacular , something nonetheless . planning leave London evening , want additional sightseeing hotel also store bag check . one additional plus free internet computer downstairs . we ' explore area around hotel much , Tube short distance away make convenient explore London . overall , enjoy stay trendy , modern hotel , would stay . 
 May 3 2009 	 Excellent Bargain 	 book early pay amazing 57 pound per night well appoint , clean , modern hotel room . although room small ( normal London size ) everything . great bathroom & amp ; shower , flat screen tv , WiFi . site explain , deliver small breakfast morning time choose . supplement yogurt / banana / juice pastry buy street work fine . plus : amazing low price ( book early ) , clean , attractive , modern fully equip room , friendly helpful staff . fairly quiet ( London ) .minuse : book early get great deal change date will not get refund . room small . location distant Heathrow . getting require either long tedious tube ride ( hour drag luggage three exchange ) expensive train + tube ride outrageously expensive cab ride . 
 May 3 2009 	 great Out - of - the - Box Value 	 spend lot time research hotel . come Asia , european hotel small , expensive plainly good . Hoxton get lot good hype room sale , lucky enough get good rate . this good value ' ve get hotel ever . room cute funky . bed comfy . bathroom decent size . amenity basic get everything need . free internet awesome ! even computer terminal downstairs guest use , free printing ! breakfast bag become light snack . service polite friendly . aside fact dead center London , easily accessible . come night Easter Monday , lot people Old St. station pretty scary . rest night , lot party kid around Shoreditch , lively street scene around hotel . all , awesome . realize outdated hotel service general stay . 
 Apr 28 2009 	 Brilliant ! top class hotel 	 can not praise hotel enough . really well design great bit art - fluorescent orange Lamborghini reception amazing ! room lovely - great tv fridge water real milk . picture Tower Bridge carve plaster really effective . shower one good ' ! load think go make room well bog standard room get many big hotel . pay breakfast restaurant really good value , none ridiculous £ 17 cook breakfast staff really helpful friendly . outside courtyard ( smoking- hurrah ! ) really nice especially night . walk 15 min Brick Lane curry go past Petticoat Lane market way Whitechapel Art Gallery , 's load see . way St Pancras Eurostar hotel 2 stop tube . will not stay anywhere else London ! 
