change 	 stay downtown 2 - 3 time per year last 6 year , 6 year ago never think El Cortez would even consideration stay . dump , dirty delapidate , somewhat scary part downtown , 2 block east Fremont Street Experience . clientele seem fit place perfectly . smoke pour casino door open ( smoke notice haze inside ) foul odor hang air . over year , would drop moment curiousity . notice , unlike downtown property fall decay , El Cortez spiffe up . early year , convince well half come . vow 6 yr early never . end spend 3 hour , shocked turnaround ( still skeptical ) .We get offer stay new Cabana Suites ( agree would go elsewhere not decent , well research remodel , etc . web showing ) book , opt Tower room Suites non - smoking . ' m glad , Cabana Suites also across street , attach main building . the change superficial . service excellent around . book give we room number . arrive hour check - in time room ready ( room number give we month early ) . see smudge print elevator panel , anywhere ( although pet peeve mine , nearly every property nice big furnish hall exit elevator knicke good maid vacuum not touch . ) . room large , clean ( fear barefoot property ) well appoint . flat screen tv , big enough . except tv , look like picture website ( believe , many property room ) . bathroom kinda small , not problem . electronic safe mount near floor closet area . will not find amenity already place room , be available , call . need hairdryer offer bring frig well . not see happen often . old noisy heat / cool unit floor window . output air intake vent ceiling control wall near door . old ' popcorn ' ceiling . gambling fun , great mix new old machine ( still coin payout , old Vegas ) limit low table ( $ 3 BJ 3/2 25 cent roulette $ 1 minimum ) nice hit cold streak . casino clean times 3 + day stay . common see maintenance people pick around place , floor people , server , security well . machine wipe trash empty cup / bottle lay round . air clear odor . Carpet floor clean . fellow patron friendly , loyal following . we eat day Cafe Cortez . great food lot cheap ( frig come handy leftover ) . yes , Jackie around , eat next table Sunday morning . not try Flame hot dog cart , hear good . not want stop gambling eat , service deliver food . forgot try , see many people use it . there still character , 's typical downtown . security abundant , inside . see disturbance . short walk experience plenty safe , day night . walk one night Binion 's eat coffee shop ( sure glad , unfortunately go couple week ) problem . fact , enjoy El Cortez much , time leave property . bottom line , El Cortez rank # 2 far downtown property go ( Golden Nugget # 1 , much expensive ) . look hip crowd expensive dud , go GN . like we , average work class people , EC place go . 
 's ok returning 	 get room tower . room clean ( enough ) roomy sitting room . however , not like bathroom - kinda old tub slope . sink outside bathroom also slanty little counter space 's low . bad thing ventilation hotel - can not stay away smoke , even non - smoking room . air casino quite bad , even restaurant . section coin - operate slot machine think old - timer preferred substance sound coin . try restaurant hotel alright decent price . friend get room Expedia $ 42 / night , 3 - night stay special . room situate top parking structure 5th floor ( think convert ) , kinda weird new furnishing decor room . 's suitable look good price . finally , must mention El Cortez 2 parking structure , one attach , one detach . also separate building ( El Cortez Cabana Suites ) across street . excellent location want Fremont Street Experience . everthing ok stay , usually look comfort excitement probably will not return . 
 El Cortez 	 totally awesome host staff totally excellent ... nice room good slot play ... new ventilation nearly totally move old smokey casino problem ... Old Vegas well ! ! ! 
 Feb 16 2006 	 well keep secret local ... 	 El Cortez Hotel far , far nice folk admit . room recently remodel totally refurbish rival & quot ; Strip & quot ; . fact , room fine downtown area . ' ve stay tower room , be comparable well anywhere , offer nice view comfortable , rich furnishing . housekeeping service prompt staff assure room impeccably clean . ask iron ironing board , deliver within minute . I find good food area El Cortez , especially breakfast buffet weekend . 's Subway Fast Food / Coffee venue well . particularly like ' special ' Careful Kitty 's Cafe lunch supper . Prime Rib dinner trimming less $ 8 , delicious . Roberta 's up - scale restaurant El Cortez , treat Lamb one night . Spectacular , Primo , say ... good dining experience downtown Las Vegas price . thing could possibly complain neighboring area east El Cortez . be drive , please use valet parking , self - parking . ' ve never problem 15 year ' ve walk around , walk Fremont Street Experience area , use & quot ; street savvy & quot ; . well , go Las Vegas ... check room rate El Cortez plan vacation . will please room amenity ! 
 Feb 1 2006 	 Fantastic Suite 	 big thing see go El Cortez location . book jacuzzi suite advance $ 100 per night room fabulous . not much view since room overlook valet parking lot . think great could keep eye vehicle . room spotless , new enjoy stay ( especially jacuzzi tub ) . eat steakhouse food neither brag gag . excellent price service good also . casino , not really gambler piddle little . comfortable , quiet pay back enough least let sit play bit . gripe miss Freemont Street Experience afraid go front door dark . local area someone want conversation . stay hotel feel totally safe & amp ; comfortable , nothing short bomb threat earthquake could gotten we go front door . Sirens go night long , expect everyone area hear , we El Cortez not hold either . service friendly helpful . , real complaint not feel safe walk nearly 2 block Freemont not . good advice look decent room not mind hire taxi book suite advance least enjoy room . ' ve see bad review old room , suite really cherry price less standard room cost strip . 
 Jan 18 2006 	 Mediocre Place 	 stay four night double - double pavillion room . reading & quot ; open - air & quot ; & quot ; garage downstairs & quot ; review , try get tower room tell book . motel - like room 5th floor ( 1 - 4 garage ) . room clean . bathroom small , sit area . since spend time Strip , not bother we much . hanged & quot ; donot bother & quot ; sign outside every morning , maid not knock door , knock other shout & quot ; room service & quot ; little uncomfortable we . the casino smokey , front desk clerk ok . really not think much food Kitty Cafe . the important part , safety , worried lot trip . hotel one block bus stop ( Deuce ) two Canopy . although not problem walk back hotel parent night ( street well light people walk around ) , neighbourhood not look nice . not suggest walk alnoe night . in summary , consider price , acceptbale place , strip hotel definetly well . not forget need take bus strip . sometimes , trip would long think . spend one hour 10 min get MGM Fremont . 
 Jan 2 2006 	 Excellent value 	 read negative review must admit worried stay hotel . ( August , 2005 . ) however , suprise , excellant ! stay Mirage , MGM , Harrahs , etc . also nice way , way overprice . come Vegas gamble stay room ! yes , casino bit smokey , bearable . smoker still gamble quite bit El . food good room clean . bathroom small clean . also , not walk mile get room get elevator . ( be nice walk town ) crowd little old strip crowd . however , issue we . agree place stay first trip Vegas , believe far good value Vegas season Vegas vacationer ! way , plan town next week , stay El Cortez ! 
 Dec 3 2005 	 greatly surprised ! ! 	 budget trip vegas . read reaviews many other already vegas warn us & quot ; downtown & quot ; glad book hotel . staff bit rude slow time , pay get . room large tower ( compare ' ve stay budget hotel ) . room reek smoke ( stay smoking room , friend smoke next door ) bathroom bit weird shower could use attention ( shower head spray weird ) , 40 buck night well worth compare hundered stay strip . safety , personally feel safe downtown Fremont strip . see plenty officer bike cop downtown . strip seem like every inch harrasse & quot ; stripper direct & quot ; people . would highly recommend hotel budget traveler . 
 Nov 10 2005 	 good value open minded 	 read review prior book El mixed feeling stay could not resist rate cheap weekend . we manage get tower room top floor fantastic view strip . request non smoking room ( smoker husband ) , could accommodate we , however , room smokey , nice big window could open ! negative room could hear happen room next people hallway , especially housekeep early morning . hung disturb sign night intrude upon housekeeping , contrary previous review read . yes , casino SMOKEY extreme , even smoker could hang casino long . husband want walk Fremont Street first night reluctant read risky walk El Fremont Street dark , husband assure would look ! ! ! concern unfounded - 100 yard quite well light not see issue . fine . we not gamble much El single deck blackjack gambling casino , however , probably well meal Vegas El . lunch Careful Kitty 's one day surprisingly good , dinner first night steakhouse restaurant , love meal service much go back next night . underestimate restaurant - well eat Vegas trip . the clientele casino find interesting , however , security hand quickly couple minor incident witness ! two complaint El . one already mention smokey casino - elevator - scary ride top Stratosphere . never feel go make top floor avoid go room unnecessarily . ( ' m one much height good time problem bumpy ride ! ) overall , casino would rate ordinary , location scary people mention , food steakhouse great , money pay fantastic value frill swankiness Vegas . 
 Nov 8 2005 	 pretty decent price ... 	 book room travelworm get $ 35 / night SEMA car show Vegas price hotel go WAY . happy find something reasonable time . surprisingly , room tastefully decorate ( get room old , vintage section ) . complaint fan right outside window REALLY loud never hot water shower ( lukewarm good ) . always park garage food coffee shop really good ( get 2 $ 5 certificate check - in , make breakfast really cheap ) . also , disturb sign not seem work well knock twice see wanted room clean , even though sign . 's kind sketchy neighborhood . ask money want buy drug . really not bother much , could see could people . not gamble hotel , use place sleep drive thing . ' m sure would necessarily stay , okay . 
 Nov 4 2005 	 stay never .... 	 reserving room unfortunately cancel , check account charge one night stay error . apparently mixup Hotel kingdom hotel blaming . subsequently , night stay bank fee . attempt several time resolve accounting department avail . receive phone call back upper management first call lead resolution . it obvious interest fix mistake take care customer , Hotel Kingdom . attempt contact business resolve this . I sincerely hope one else similar experience . would recommend blocking charge event cancel reservation situation end like mine , cost time , money poor experience . 
 Oct 31 2005 	 Second Visit Plan 	 second trip El Cortez year . got another large , clean room one upper floor view mountain . room neither perfectly spotless exquisitely decorate , level clean reasonable , quiet , comfortable . will not find room spacious price anywhere else LV . room adequate sleep shower . amazed efficiency two elevator . not think ever wait long one minute hitch ride go casino 11th floor room . casino also get another thumb - up . however , be sensitive smoke , questionable fashion choice , & quot ; fringe & quot ; member society , probably will not scene . serious slot player , smoker people watcher , kind place . plenty new slot ( & quot ; old & quot ; classic ) loose tendency - even couple decent jackpot night . attendant quick bring paperwork money friendly . decent drink service time ( love Pete , remember tip waitresses / bartender . afford gamble , afford tip buck round be play ) . , beautiful people hang . , go many Strip casino beautiful people hang , witness drunk disorderly El Cortez crowd . complaint casino sound system ( time sort poor quality smooth jazz - bring back oldie rock ! ) .as surround area , be quick step Fremont Street ( even 3 - minute walk ) area , use common sense keep alert , not problem . sense wig local hang ( maybe one low profile hooker , one junkie , and/or one homeless person El C Fremont Street ) spend little time typical city . however , would not advise walk direction towards Fremont Street . take bus taxi downtown Strip - walk stretch day night , matter state sobriety , physical fitness , personal weapon . closing , be season Vegas visitor want decent place stay gamble , go El C mean . would not recommend Vegas newbie , prima donna type , people 25 . fact , apply downtown casino / hotel general . hope get back soon ! 
 Oct 28 2005 	 please please ~reconsid another hotel 	 please , reconsider stay hotel , definitely put harm way save dollar . stay four day , past Las Vegas resident , remember Fremont Street & quot ; experience & quot ; . someone stay hotel / casino people gamble , hotel / casino 's responsiblity insure quest , other security priority one , El Cortez . threaten many casino patron ( disabled person ) & quot ; take outside & quot ; watch , file incident report , ignore patron spend cash table . end staying room fear life . room security lock , door not close completely , single pane windows & quot ; screw shut & quot ; , ceiling leak water water drain outside window constantly run keep awake . still trying recover two week later . hotel security , staff see uniform playing slot , texas - holdem , table game get advantage people , think moment . one evening eating & quot ; Careful Kitty 's & quot ; resturant ( btw food bad ) El Cortez , drunk patron start fight , throw meal counter other , scream not go pay ( try get free meal ) hit food . security not show 10 minute , , not escort , make pay meal , never ask patron , guest alright . do not good complain , not care , put grave danger hotel / casino , walk Fremont Street unlit , bum ask hand - out , light walk outside El Cortez . sure carry mase , something protect , honestly , not know , people stay try fool , suggest read negative review . safety important saving buck , & quot ; especially part Las Vegas & quot ; , hotel / casino 's besides El Cortez . stay three day prior Harrah 's strip problem like , weekend , could not pickup go another hotel / casino book weekend . also , recall hotel / casino 's security camera everywhere , good not protect people . remember downtown like , use safe , 5000 people move vegas MONTH , many end street downtown , strip . I m sure ' ve see cop show tv , think incident happen ? quesse . El Cortez , get pay , not truth ! ! close , many many people carry cash casino 's , good life stake ? realize problem , other , heaven sake , many complaint take someone 's life take money ! 
 Oct 8 2005 	 pleasantly surprised 	 father , pass away almost two year ago , introduce El Cortez back early eighty . mom like stay visit Las Vegas . become tradition husband stay hotel everytime go LV . recently last visit , walk lobby impress new decor . lobby seem spacious old carpet replace . enterance sit huge beautiful table exquisite flower arrangment . reception desk , though small , also get face lift . go room Tower , could not believe eye , room absolutey beautiful . beautiful antique furniture , new wall paper painting hang wall . comforter match wall paper theme wall art . carpet brand new . even television new ! ! thing disappoint , drastic price hike . never pay $ 39.00 room , pay $ 79 one night ! ! ! ! guess get pay . even hotel guest seem , pardon , sophisticated class . never bother hotel locate & quot ; good & quot ; part town . many year stay , never encounter problem . kudo ! ! ! even reservation book December . thank El Cortez always make stay pleasant one . one Dad . G 's Ca . 
 Sep 24 2005 	 Hotel El Cortez Great Place stay 	 first trip Vegas , look nice reasonable place stay . El Cortez Fremont Street Experience , walk bad . hotel locate diversed part town , trouble afraid walk back hotel night . room small well decorate clean confortable problem nose . would stay main building next time . food good staff pleasant . gambling good seem win break even El Cortez . the staff great , valet extremly friend helpful . would recommend hotel one would like go Vegas pay arm leg confortable pleasant hote . 
 Sep 5 2005 	 great Stay El c 	 stay El Cortez 2 night ( 6 night trip ) expensive stay strip weekend . check - in super friendly quick easy . give nice 14th floor tower room view strip . room nice small bathroom . room also clean quiet . carpeting furniture new nice . casino not bad either although exciting . casino long dark smokey cram . get free deck card dice signing slot club , well 1,000 point good coupon . eat Robertas one night , one good meal trip . restaraunt somewhat plain still feel elegant food good . 50 % coupon Robertas certainly worth still decent deal not . walk freemont not really bad , hotel close bus downtown casino . great place stay 2 day although convenient spend trip strip , like swim . ( pool ) 
 Jul 27 2005 	 enjoy El Cortez 	 hotel old charming . I 26 year old must admit see people either age young ( less hand full ) .It definately oldschool , happen like that . the room large small bathroom . the bathroom window open fresh air . my favorite part El Cortez blackjack . they $ 3 table good rule still pay 3:2 . love side bet also . this Hotel / Casino not compare strip mainly location clientel ( sp ? ) . fun experience . I understand hotel everyone though . love use stay strip Hotel probably you . if like go Las Vegas fun , drink , gamble low limit 's worth try . 
 Jul 23 2005 	 not waste time 	 tell cab driver stay , double take . warn since else go , stick . to say place tired understatement . upon enter , take 10 minute locate ' front desk ' ... little recess kiosk . get elevator room . room cavernous ... large cover old stained pink carpeting . door rattle lock not seem secure . night , wedge chair door add protection . this huge room sparse furniture room set around wall make room uncomfortably large . bed set one wall small tv set way across room old dresser . far away , remote not work unless get bed walk foot . the casino old ... old ... old . carpeting old , stain tired . much like elephant 's graveyard , truly believe gambler go die . play texas hold them true ' press ' owner sit play we . nice enough guy serious health problem drink stupor playing . drink lady obviously know well year . visibly concerned health question drink ... aggrevate owner . pleasant scene actually depressing . owner eventually stagger away . while table , strike conversation guy next . pleasant conversation particular dealer rag we incessantly ' table talk ' . like social game 's half fun guy rag we point quit tipping . guy eventually tell dealer go -- -- leave follow suit . casino block Fremont Street Experience block cross concern . cab driver warn night area . say lot crack head know mug people . end play downtown lot make way back dark evening . careful Kitty 's ok . 's old diner . food alright service friendly . there lot old tired - look people hang around appeared health relate problem . ' m truly sorry people fun depressing . I go back girlfriend show place . could not believe actually stay . play slot say place ' creep ' want leave ... will stay downtown anytime actually prefer strip will never make mistake . room cheap pay much high price sacrifice enjoyment . ' ve Vegas many time , far , bad experience ' ve ever . 
 Jul 6 2005 	 much pay 	 wow , really impressed place . visit casino Nov 2004 receive room offer weekend rate $ 35 . take really glad . casino alone clean refurbish since last visit . not see room , pleased . room HUGE ( tower king room ) . check clerk nice , check we early around 11 am , offer us strip view ( take nice ) . room obviously recently remodel . bathroom little small uncomfortable . bedroom area semi seperate sit area . room easily worth twice pay , especially weekend Vegas . highly recommend . 
 Jun 15 2005 	 Loved El Cortez ! ! ! 	 husband stay June 4th 5th El Cortez . room neat decorate nicely . love playin casino actually $ 2800.00 . second night play keno . Friday Sat . night , can not beat price keep we away crowd strip weekend . definitely stay ! 
 Jun 6 2005 	 Hidden Gem / ok area 	 El Cortez Hotel Vegas great little hidden gem long know ask long know neighborhood . hotel great old school feel lobby casino . plenty different slot , video poker basic table ... stay main part hotel , motel house , extension , recently upgrade room , treat . room excellent . great , tasteful clean ... bathroom still maintain old 70 's look , almost feel like submarine since enclosure come head . deal incredible hard beat . cost room next nothing compare less respectable hotel strip . keep mind , locate well strip block fremont experience . say short walk , walk get . neighborhood safest clean . single man 30 's would dare walk dark street get fremont experience . prefer stay El Cortez . last note , food ok , stay away steak , not serve to - go order yet ... 
 May 29 2005 	 pleasantly surprised 	 stay Friday Sat night trip room strip want pay . go low expectation exceed room basic clean . front desk staff friendly helpful pleasently surprised complaint water shower tempermental go icy scald without touch . service careful kittys poor also busgirl get tip serve . mette owner casino exce hidey ho ya doin make day . 
 may 8 2005 	 would definitely stay ! 	 stay El Cortez April 30 May 2 . be rundown : although front desk clerk tad cranky ( defense , front desk seem understaffed ) , quick let we check early . get room 14th floor ( Room 1414 ) , large clean . bathroom tiny , everything clean functional . comfortable bed , comfy loveseat lounge checking view mountain . also dig elevator room right inside casino - hike 4 mile hallway get room . three night quiet . Maid service efficient thorough . we eat careful Kitty 's Cafe . food marginal - probably would not eat . not get chance try Roberta's . I enjoy casino . yes , be little rough around edge , add charm . easy navigate , cocktail staff decent . play slot , find good variety choose . not hit anything big Cortez , slot much loose Strip . clientele mostly middle - aged , blue collar , low - key . & quot ; character & quot ; type , find much less annoying look - at - I people hoard college kid learn drink mega resort . casino general relaxed vibe . the location Cortez outstanding - maybe half - block walk main Fremont Street scene . & quot ; rough stretch & quot ; walk , not think . see couple work girl homeless person , big deal ! 's city . not bother will not bother . ( however , would recommend walk Las Vegas Blvd . downtown Strip . not appear war zone per se , lot vacant lot , board building dealer . take bus taxi . ) love step hotel Fremont Street action plentiful accessible variety casino , food , shopping . ' ve always stay Strip , Cortez convert downtowner . husband not care Vegas thing , even good time . all , would stay . be low maintenance kind person want somewhere clean , comfortable , safe stay play , scene . ' m look forward go back . 
 Feb 18 2005 	 Love ! ! ! ! ! ! 	 really like hotel . course not super resort like Mandalay Bay big strip hotel , be get old Vegas charm like . be inexpensive . one time stay receive certificate come back month free . like stay two night certain month , could come back two night free month . 
 Feb 1 2005 	 LIKED ! 	 get cheap price ( $ 240 pp flight / hotel , 2night , cleveland ) . room impressive ! clean update , furniture nice ! stay Golden Nugget ( nie ) Four Queens ( enjoy ) . El Cortez room nice golden nugget room . casino sort dingy , want $ 3 blackjack table , defiantely find . food hotel decent , yet pricey las vegas . feel secure hotel . defiantely would stay ! loose slot , experience , other seem . 
 Jan 17 2005 	 pleasantly surprised . 	 stay twice last year , time Tower . first trip room satisfactory , clean well maintain , although decor bit tired . seem systematically refurbish hotel second trip room newly refurbish good standard . staff , experience , friendly helpful . casino floor perhaps somewhere would choose linger seem cater local rather tourist . hotel conveniently situate 100 yard Fremont Street bus stop Strip . pleasantly surprised hotel , give varied feedback , would recommend reasonably price accommodation . 
 Jan 10 2005 	 surprised ? ? shocked ! ! ! 	 wife gamble EC many year . casino old smokey friendly . never really consider stay think room would also old smokey . well get offer mail three free night December decide check . assure wife room dump would leave immediately . specifically ask Tower room assure would get one ( one & quot ; old & quot ; room ) . check give room 603 Tower . go room bit apprehensive . get 6th floor find new carpeting hallway everything clean . open door room shock . room clean whistle new carpeting , drape furnishing . much nice thought would . bathroom bite small room good size . pleased room . attest old room , tower room , Bellagio , well room Plaza , Vegas Club Lady Luck . would definately stay EC again . the problem find room hot water hot . careful turning . 
 Dec 31 2004 	 bad Hotel ever ! 	 love cramp quarter , filthy bathroom , cold shower , non - functioning basic like ice machine room thermostat , El Cortez thrill like hotel ' ve ever see ! recent stay , ' m convince & quot ; El Cortez & quot ; spanish rathole . expect casino smokey , smell smoke pervasive throughout building - even non - smoking room . casino smoky , poorly - lit ' ve ever see , well . bottom line - be smoker plan spend enough time hotel room wash face crash , might place . otherwise , sleep car take spongebath local 7 - 11 comfortable . 
 Dec 21 2004 	 love el cortez 	 spend last 5yr . resort . go theretwice year . great food great price , great machine . great tower room . fiendly homelike atmosphere . go vegas go play give nice comp . want sightsee go strip , want good machine , fiendly local atmospere , good time gambling .. go el cortez love . 
 Dec 9 2004 	 Vintage Vegas Best ? bad ? 	 be look vintage Las Vegas side - order seedy , will LOVE El Cortez ! neither resort theme park like Las Vegas Strip Freemont Steet counterpart ... 's old hotel old casino people go gamble , drink well , avoid child ! 's little stinky lot smokey , add retro charm . room rate fantastic , slot loose table low limit . be like step back time . complaint neighborhood , recent effort city clean downtown area prove positive . might still run pesky bum two street , seem harmless enough . , part experience . plenty security hotel bicycle around premise . perhaps El Cortez not right choice Mr. & amp ; Mrs. Middle - America look Las Vegas portray Travel Channel . would well stay Strip , frankly , avoid downtown together . look taste vintage Vegas ; look attraction & quot ; & quot ; develop marketing team ; like bit sleazy side , El Cortez possibly last great piece Old Vegas . 
 Nov 26 2004 	 Great Weekend ! ! 	 stay El Cortex Nov. 18 , 19 , 20 .... pleasantly surprise clean large room hallway ... stay 1209 postcard view strip ... everyone friendly , check - in fast courteous housekeeping fabulous ; appreciate 20 dollar food coupon ... variety slot good downtown , pay much well strip .... stay downtown , economical good place stay . 
 Oct 18 2004 	 El Cortez 	 wife love stay El Cortez hotel Las Vegas . room inexpensive compaired place stay . not hide cost . the cafe wonderful steak lobster dinner $ 9.95 meal great . staff bell hop dealer friendly helpful . room clean every day one rush we . I stay . save money spend thing Vegas . pleased stay there . Tom GilliamTennessee 
 Oct 16 2004 	 Primo ! 	 pleasantly surprize room El Cortez . furnishing hotel room cost 5 time ' Strip ' ; housekeep superior , bed comfortable . amenity one could want ask , include mini - refrigerator , iron / ironing board , hairdryer . & quot ; Roberta 's & quot ; restaurant fine downtown choice supper , & quot ; Careful Kitty 's & quot ; coffee shop good breakfast , good menus reasonable price . good value hotel Las Vegas ! 
 Aug 31 2004 	 great experience 	 Fortune Staying EL CORTEZ 8/22 8/26 , 2004 . find room Bright , spacious extremely clean . service throughout Hotel Fantastic , especially Restaurant eat Meals . Meals Inexpensive Delicious , Wether Breakfast , Lunch , Dinner . Casino Pleasure play Gaming Tables , hardly leave Hotel Five Day stay . thank make vacation Trouble Free Welcomming . we definitely return stay EL - CORTEZ . 
 Aug 25 2004 	 great place play avoid ` ` double double '' room ... 	 head - up anyone stay El : make sure reserve Tower room , even one vintage room be smoker . steer clear & quot ; double - double & quot ; room -- least know be get . claim room & quot ; main building , & quot ; be actually open - air , motel - like annex build ROOF parking garage . spring extra $ 5 get room hotel ! say , gamble El terrific . problem find $ 5 single - deck blackjack Fri - Sat . night . even sit $ 3 table prime - time Friday hour . dealer fine , cocktail waitress ball . ' ve clean place turn light bit since last summer , still feel & quot ; old Vegas & quot ; gambling hall , adult , nice . crowd mix local tourist share character . one complaint casino smoke . ' m prude smoking mean , night gambling , ready cough lung . whew ! El definitely invest air clean equipment ! 
 Jul 31 2004 	 solid bargain ! 	 stay El Cortez two night . yes , lobby / casino area stale smoke smell look though not renovate decade . however , room clean surprisingly large . be luxury , probably not place ; otherwise , be great value restaurant hotel cheap serve decent fare . find staff friendly helpful , though not push limit unusual demand . overall , perfect place stay be look bargain not require pamper . stay downtown not everyone , though nice avoid horde spill along strip . one plus not take twenty minute exit hotel one mega - casino / hotel strip . 
 Jul 27 2004 	 Clean Family Run Hotel / Casino 	 overall clean hotel stay security , ride airport . even coupon come back free night stay . quiet room little outdated really clean . take pride . cable hot . a / c work fine . one old casino , none less great offer price . would stay . could use internet service . 
 Jul 26 2004 	 not care anybody say great downtown hotel 	 return weekend glorious El Cortez Hotel eastern edge downtown Las Vegas . previously amuse range comment El Cortez . feel sorry enjoy stay hotel . find wonderful , would soon stay fancy hotel Strip . stay come result golf buddy , Silent Jon . Vegas fanatic . guy get multiple letter mail offer free room meal . silent Jon kind guy casino love . high roller , low roller , mid roller . dedicate mid roller end get comp room El Cortez . Silent Jon reward penthouse suite , house . amazing . fine room layout ever experience downtown Las Vegas . silent Jon like Vegas royalty , give king sized bed . use convertible sofa bed , room adjacent master suite . top master suite full sized Jacuzzi . find roiom comfortable useful . Jacuzzi get workout Saturday finish round golf 106 degree heat . get fast start El Cortez crap table . other comment low minimum El Cortez gaming table . right . silent Jon engage tag team crap roll kick 20 buck . stunk come turn roll dice . silent Jon scintillate . Torrid . name . . black guy table dead ringer Laurence Fishburne . must make $ 3,000 bet judiciously Silent Jon 's ability throw dice . another Vegas urchin look exactly like Christina Ricci . squeal delight Silent Jon parlay hard eight . Christina miss lot excitement . time walk away , Silent jon turn combine 40 buck 880 . split evenly middle , deal tag team roll . all , delight stay penthouse suite delightful El Cortez hotel . augment early crap roll four ace video poker machine , new record second tier keno payout . standard eight spot ticket reward many time . visit , reocrde one six eight , ten five eight , ten four six . never dull moment El Cortez . 
 Jul 22 2004 	 get pay 	 love 3 dollar ante single deck black jack ! ! definately get pay though . be cheap would not recomend eat restraunt . Freemont street block away , bus stop right , hell need hotel place sleep hardly stay ' m vegas not matter look like , bed comfortable room clean matter give solid 3 star save money gambling ... overall like place 
 Jun 28 2004 	 First Experience El Cortez 	 husband research downtown area - around Fremont - for review article . we go El Cortez , upstairs go lady room . my husband stay 20 foot away bank slot machine . on machine coke purse . he sit next machine , guard thing . a male waiter come over - tell remove purse slot - so husband reach move purse ; employee grab also . my drink spill husband . I return happen . my husband upset , go downstairs sit blackjack table . a heavy - set pit - boss deny order drink , call Security he . we leave . not go back ! 
 Jun 27 2004 	 okay chain smoker 	 thing want Vegas smoke , drink , gamble , place perfect . place great give price ( low $ 20 night book direct ) . think food service good . however , entire place stink high heaven cigarette , even non - smoking room . dry blood boxspring one lamp shade room . place not far strip , take long time get traffic . little bit , get much clean place strip close show attraction . 
 Jun 27 2004 	 Great slot 	 think El Cortez nice hotel / casino price . room clean enough not crowd . take long expect check , long flight might beeneager get bed . ( arrive 1:00 ) plan go back Vegas will alwaysconsider El Cortez . 
 Jun 26 2004 	 comfortable great time 	 really enjoy Casino Hotel . not crowd load people food good . never pay meal , give coupon book worth 60.00 stay 5 day . waitress quick busy area . bit old charm well new slot ! also close old strip ( walk distance ) bus every 15 minute new strip 24hrs , mile road ! 
 Jun 14 2004 	 much well expect 	 want room jacuzzi . afer new york new york plan fall ( money ) find somewhere could afford . first room $ 79.00 night suite expect small room could celebrate alone . well blow away . room gigantic beautifully decorate . could easily compare high priced strip hotel ( beleive ) quit pleasant . close fremont street expierence . stay . 
 Jun 3 2004 	 get pay suppose 	 desk clerk rude , security insulting , place old decrepit comfortable bed reasonably quiet place spend night town 8 hour . 
 may 4 2004 	 well expect . 	 must say read review trip advisor expect check different hotel one night El Cortez , impressed room actually okay place stay . room clean , bit sparse , price well worth . bit concerned security warning regard walk parking lot , valet service take care problem . problem walk main area Fremont gambling , gamble El Cortez okay . clientel mainly senior circuit positive experience affordable table rate . overall thumb experience . 
 Apr 20 2004 	 good ever ... 	 El Cortez not change much thirty year , fact thrilled wife . first stay El thirty - one year ago - celebrate twenty - first birthday . April 16 , 2004 first trip back twenty year , love ! staff friendly helpful , value unbelievable , game excellent . stay one original room ( old time sake ) , clean , modern comfortable . food wonderful always bargain . get watch Jackie G play Texas Holdem Sunday night , table full could not get game . would thrill . if want experience Old Vegas way truly , El Cortez first stop . liberal slot probably good Black Jack town . sorry come sound like commercial , Mr. G get old ' m afraid El eventually change another slick money pit . & quot ; low roller & quot ; home , come Las Vegas gambling instead glitz , suggest take advantage fine old hotel still . know will back soon . 
 Apr 13 2004 	 bad hotel ever stay 	 bad hotel ever stay las vegas . staff never respond anything ask bad hotel corridor room worst difficult find parking space . water always clogge bathroom TV never work . 
 Mar 23 2004 	 want lung cancer bad service chase ? El Cortez ! ! ! 	 wife , mother law end El Cortez March weekend .... college basketball spring break booking force hand , nowhere else could accomidate we . I wish never set foot . tower room look ok , old building slightly appeal rescue mission . between seedy character , serial chain smoker , spring break alky steet people seem make El Cortez 24 hour shelter , be possible feel comfortable moment there . if choice stay run , hard scrabble area , try day Inn across street ( Fremont Street ) . 
 Mar 18 2004 	 Great Gambling 	 Excellent place gaming . crap consistently offer $ 1 minimum 10x odd . blackjack table reasonably good rule . machine good payout . ' ve stay three time . not expect great ambiance like palace Strip , get great hotel deal staff friendly . ' ve stay play town many year -- place like MGM Grand , Mirage , Luxor , Golden Nugget -- find nice room always seem end Glitter Gulch play , El Cortez table especially get action . 
 Mar 15 2004 	 Super deal ! 	 stay El Cortez NASCAR race week 2004 . know expect mixed review . look clean hotel , great restaurant , good casino , one block Fremont St. casino stay . rate super , phone optional , comfortable hotel . look glitz trip stay strip spend money . stay ! 
 Mar 13 2004 	 Best Casino / Hotel Vegas 	 El Cortez hotel / casino friend ever stay . spend many trip 4 season Club . gambling machine almost always loose share jackpot shirt jacket . room always clean keep way long stay . ( one bad experience have win streak $ 2,500 case purse steal never find recorded tape ) around 20 year go that s pretty good . cafe great food great price Roberta 's Cafe good prime rib ! ! bad health not able go last year afford go well believe El Cortez head food hotel gambling . N. J. Thomson Long Beach , Ca . 
 Feb 13 2004 	 fine 	 enjoy stay . room comfortable , food fine , staff great . stay . 
