Clean 	 husband book Rooms Manor experience really good . sister parent also . even ask , check - in , give we adjoining room . room clean comfortable . room locate ground floor - parking basically front manor . Circus Circus offerre really good buffet meal - 20 usd whole day ( breakfast , lunch dinner ) also offer eat prime rib 13 usd . well worth it . we stay 2 night really great time . probably one cheap hotel facility great . 
 disaster 	 daughter family stay 4 night Circus , Circus Las Vegas . total disappoint past experience . normal amenity i.e. , refrig . , Microwave cost extra per day , room clean , elevator break , walk flight stair get room . talk desk receptionist Supervisor unprofessional sympathic . & quot ; kid friendly & quot ; advertised family set prior year staff rude instance . ever recommend staff Circus , Circus Las Vegas . many family attend football tournament . next year stay elsewhere . 
 cheap ... 	 Somewhat way & quot ; strip & quot ; . price right though like clown , well will love place . room pretty basic , date . room quiet . Shower floor uneven feel somewhat odd ... not know would stay pinch , 's bad choice Vegas hotel . 
 Sep 29 2009 	 get pay ... 	 family four ( boy 10 & amp ; 8 ) stay Circus Circus mid - late August 3 night . extremely large , somewhat chaotic place boy love wife tolerate . plus side , kid LOVED Adventuredome ( bed reason ) , look upon excited Vegas . room dark somewhat date aside quickly remedied issue bathtub , fine ( except television reception inexplicably awful ) . however , housekeeping literally unable provide we extra pillow , difficult believe hotel 3770 room . casino unspectacular ( skip Slots ' Fun next door ) actually decent vibe restaurant choice adequate . desk staff pleasantly accommodate amount people deal . also discount ticket desk lobby good number show town use good effect . the hotel locate north end strip despite other write , hike main strip area traffic Las Vegas Boulevard nightmare . ( would take Industrial Avenue behind hotel & quot ; get somewhere & quot ; . ) Circus Circus fine place stay need Las Vegas cheap young kid Adventuredome ( really kind good ) big draw . however , look glitz glamour , well , moderate price choice . return Vegas kid , would consider stay ; weekend away wife , . 
 Sep 28 2009 	 Decent - save $ spend show 	 stay 15 - year old daughter . save quite bit $ , allow we go see Blue Man Crew Criss Angel Believe ( Cirque du Soleil ) -- show amazing ! 's lot inside . good kid - especially Adventuredome ride . daughter thrilled get meet Criss Angel , come store inside casino sign autograph , take picture guest one day - great guy . you visit ritzy casino - lot construction strip right though -- would recommend hope one many bus peruse strip day / night -- quite walk . also , Vegas illegal hail cab street ( many cab rob ) , stand taxi line hotel , go quick really not bad . particular room ( tower ) ok , hot a / c turn automatically minute . also , little way room tv station in - room movie order not work room -- finally get one movie start , cut 1/2 way . , last night stay , room key / card stop work take we get ahold hotel security finally let we room . aside relatively minor problem , fine . 
 Sep 27 2009 	 nice funny hotel far centre strip 	 stay 2 night hotel august , hotel compose two main building , side road , 5 minor building . hotel full attraction : huge cover dome rollercoaster , two swimmingpool , casino , restaurant ... everything base circus style . room big bed comfortable , bathroom clean , park car front room ( one minor building ) .The location far main hotel strip , 5 minute far bellagio . a good tip : park car free every hotel strip ! usefull save money , not use taxi , expensive ! 
 Sep 26 2009 	 Circus Circus Las Vegas Nevada 	 attend wedding lot fun . can not complain Circus Circus fine . hotel room nothing special , stay tower glad . still hike get casino bad . pool ok . price would recommend people give try budget . 
 Sep 26 2009 	 family wedding 	 go circus circus christmas 2008 family wedding . room clean , large look well . hotel busy christmas holiday staff helpfull we british people , even christmas day problem hire wedding suite man , one lady go way help we difficult situation . party 13 adult 2 kid one problem . trip arrange we well . buffet area breakfast superb . would recommend hotel anyone , value money service well . 
 Sep 23 2009 	 get pay 	 hey , do not pay anything stay hotel . thru credit card point able make reservation free hotel . not 5 star hotel room , serve purpose came provide place stay . clean , room smell like cigarette smoke even tho ask non smoking room . a / c , small work refridgerator location good . also small fitness center use . pay 5 dollar ( per room oppose per person ) . , stay go well , altho think hospitality poor side .... really , complain much get hotel room free ... 
 Sep 23 2009 	 room clean want fancy go somewhere else 	 end Circus Circus since Flamingo lose reservation fully book . decide price stay point many hotel pick . ' m glad rent car appear . not stay hotel , perfect sleep . room clean bathroom luxurious ammenitie . next time , pick somewhere middle strip walk car come handy well . casino look kinda dirty morning light . 
 Sep 23 2009 	 pleasantly surprised ! 	 hesitant booking room ( 3 ) , read negative review . luckily , ' ve never one listen negativitty . yes , Circus Circus one old hotel , one problem ! arrive around noon friendly desk clerk let we check early hesitation . even give & quot ; buy one , get one free coupon Adventuredome ( lot fun ) . travel group friend sister 10 month old son . Circus Circus kid friendly hotel , actually seem think Vegas , child everywhere : - ) three West Tower room clean like standard hotel room . staff always nice helpful . even buffet great reasonabliy price . deuce bus stop right outside front hotel , get main part strip easy ! would recommend hotel everyone would rather spend money gambling show lavish hotel be go sleep ! ! ! 
 Sep 23 2009 	 Bed bug ! ! ! ! ! ! ! ! ! ! ! ! ! ! 	 warning ! ! ! ! stay . husband go Vegas celebrate 5th anniversary . 2nd night wake find 10 - 12 Bed Bugs bed sleep . big inconvience ever . leave belonging room buy new clothe keep bring bug home . miss day previously plan activity ( already pay ) . compensation include replacement clothe luggage sign contract . three day later notice several bump pretty sure bug . nothing could done contract sign . honest end get screw . deathly afraid bug hotel . complete health hazard . care family , stay . 
 Sep 22 2009 	 bad expect 	 stay SkyRise tower room actually decent . hear read HORRIBLE review stuck staying group . I enjoy buffet friend . price decent get , comparable Golden Corral . McDonalds inside decent price family people budget afford . get hungry 10 pm , do not many food option every restaurant seem closed 10 pm 2 pm except McDonalds snack place . Decor bright shiny new like hotel , bearable okay go strip day anyway . the thing could complain child ... allergic everywhere . & lt ; kidding & gt ; 
 Sep 22 2009 	 never never Circus Circus 	 hotel old several different location ( manor , tower ) stay West Tower other stay Manor . hotel look old , staff helpful many sidewalk vendor sell stuff uncomfortable . Manor location circus circus similar old Motel 6 , old furniture , old bedding & quot ; Yuck & quot ; . 20 people stay Hotel attend wedding everyone agree next time visit Vegas never stay Circus Circus . 
 Sep 22 2009 	 fantastic hotel great value money ! 	 return trip , think Circus Circus fantastic , great value money , room really spacious clean large bathroom , tv 's , air con etc . location fine little strip hotel bus stop outside , bus travel strip $ 3 per ride $ 7 24 hr pass , easy use , buy ticket get bus . hotel facility great , lovely pool , free sunbed towel , poolside bar , plenty space shade , 2 pool , 2 spa pool . several casino , main casino nice , good service etc . plenty site shop include great gift shop . never go Adventuredome 5 acre theme park even though get one free wristband per person , look cool though . several restaurant hotel , recommend buffet , amazing value money , eat great selection food ! eat pasta good food mexitalia look good avoid pasta ! Garden Grill large menu , $ 2 bar turn 2am-2pm def worth visit ! 
 Sep 21 2009 	 place condemn 	 location poor , room outdate dirty , see cockroach wall bathroom , casino smokey could barely breathe . recommend ask someone know good place stay , not go internet site . 
 Sep 21 2009 	 good hotel poor location 	 third stay circus circus . room standard clean . main gripe safe cost 50c per use , bit annoying lock find something else need lock away . also key access safe do not seem secure new electronic one . air conditioning bit noisy switch sleep , do not bother we much be use AC anyway . this first time use pool area pleasantly surprise . & quot ; reasonable sized pool clean area tho little way access wise , get u need take elevator 3rd floor , walk end corridor go couple door take another lift pool area . pool remain sun day surprise consider location tower . Circus wake distance strip quite walk . fashion show mall 10 minute away main bulk strip quite distance annoying heat summer ( go september exactly hot month ) . group 4 mainly get taxi work slightly cheap we bus would have . the casino massive hotel 3 different tower , one recently redecorate , unfortunately be not one recenty redecorate room still clean comfy . not eat circus circus often lot place want go . try buffet breakfast good value sufficient . also try casino cafe also good small meal service slow hurry . third stay first time distance bother , first 2 time travel 3rd purely leisure . strip develops area could well become prime location , not implode first . 
 Sep 20 2009 	 far way 	 hotel great value money , clean serve purpose bed night . downside far away everything else strip apart Fashion Show Mall , take 45 - 50 min walk Bellagio . also room safe cash operate , need 2 quarter time want lock safe non refundable bit con . 
 Sep 20 2009 	 nice cheap clean hotel . excellent value . 	 think hotel excellent vlaue . promo wensite , book 3 night , get one free . thee 3 night pay $ 40 get Fri night ( usually $ 115 ) free . room big ( size MGM 's albeit little date ) . room clean , aircon work well . do not think far way strip , easilly withe walk distance caesar othre casino bus right outside take stip $ 3 one way $ 7 24 hour . casino good , other say lot kid . happy stay , go night othre casino clun , get cab bus , easy . 
